column  row  current_HV_Setting  new_HV_Setting  Voltage_change
18      05     1002.947          985.150         - 17.797
18      06     1021.824         1024.473         +  2.649
18      07     1005.986          986.752         - 19.234
18      08     1020.857         1013.269         -  7.588
18      09      992.179          974.494         - 17.685
18      10      890.609          864.639         - 25.970
18      11      892.437          881.405         - 11.032
18      12      848.535          826.681         - 21.854
18      13      904.570          909.316         +  4.746
18      14      924.702          893.278         - 31.424
18      15      835.999          809.338         - 26.661
18      16      939.277          918.772         - 20.505
18      17      877.403          883.644         +  6.241
18      18      880.202          850.947         - 29.255
18      19      852.607          826.790         - 25.817
18      20      943.987          918.239         - 25.748
18      21      908.657          888.716         - 19.941
18      22      839.714          813.624         - 26.090
18      23      863.202          850.150         - 13.052
18      24      914.928          898.292         - 16.636
18      25      915.390          895.830         - 19.560
18      26      897.923          890.660         -  7.263
18      27      897.672          875.433         - 22.239
18      28      907.699          893.592         - 14.107
18      29      891.016          882.741         -  8.275
18      30     1019.902         1009.177         - 10.725
18      31     1035.356         1045.072         +  9.716
18      32     1029.142         1050.000         + 20.858
18      33     1033.052         1021.050         - 12.002
18      34     1050.000         1050.000         +  0.000
18      35     1005.401          997.445         -  7.956
18      36     1024.918          996.178         - 28.740
18      37     1000.392          982.534         - 17.858
18      38     1050.000         1050.000         +  0.000
18      39     1050.000         1050.000         +  0.000
19      00      974.032          968.167         -  5.865
19      01      995.237          977.154         - 18.083
19      02     1018.411         1012.294         -  6.117
19      03      992.343          980.758         - 11.585
19      04     1045.828         1038.039         -  7.789
19      05     1021.882          994.271         - 27.611
19      06     1024.424         1007.561         - 16.863
19      07      992.330          973.045         - 19.285
19      08     1042.011         1033.417         -  8.594
19      09     1002.395          983.256         - 19.139
19      10      898.943          885.940         - 13.003
19      11      864.430          865.380         +  0.950
19      12      888.499          868.932         - 19.567
19      13      876.072          863.725         - 12.347
19      14      891.538          862.246         - 29.292
19      15      874.821          857.066         - 17.755
19      16      863.925          839.637         - 24.288
19      17      887.913          878.249         -  9.664
19      18      844.521          825.460         - 19.061
19      21      879.132          862.786         - 16.346
19      22      874.917          849.624         - 25.293
19      23      863.117          839.890         - 23.227
19      24      910.596          898.630         - 11.966
19      25      894.673          885.711         -  8.962
19      26      867.700          852.118         - 15.582
19      27      875.187          874.982         -  0.205
19      28      849.692          828.060         - 21.632
19      29      876.879          866.691         - 10.188
19      30     1042.300         1044.188         +  1.888
19      31     1002.839          988.444         - 14.395
19      32     1050.000         1050.000         +  0.000
19      33     1037.861         1025.046         - 12.815
19      34     1050.000         1030.950         - 19.050
19      35     1027.243         1020.361         -  6.882
19      36     1016.097         1000.789         - 15.308
19      37     1042.811         1029.354         - 13.457
19      38     1027.468         1021.922         -  5.546
19      39     1050.000         1050.000         +  0.000
20      00     1021.517         1008.847         - 12.670
20      01     1029.724         1026.598         -  3.126
20      02     1027.077         1016.102         - 10.975
20      03     1034.622         1025.058         -  9.564
20      04     1037.979         1050.000         + 12.021
20      05     1029.392         1019.862         -  9.530
20      06     1003.469         1008.373         +  4.904
20      07     1019.735         1009.229         - 10.506
20      08     1047.696         1050.000         +  2.304
20      09     1014.000          996.385         - 17.615
20      10      875.645          853.799         - 21.846
20      11      865.594          865.513         -  0.081
20      12      860.756          829.420         - 31.336
20      13      889.463          878.047         - 11.416
20      14      926.519          920.694         -  5.825
20      15      852.138          822.519         - 29.619
20      16      901.490          881.949         - 19.541
20      17      884.658          876.480         -  8.178
20      18      867.470          843.156         - 24.314
20      21      908.742          892.762         - 15.980
20      22      895.658          882.961         - 12.697
20      23      837.661          806.783         - 30.878
20      24      917.641          899.591         - 18.050
20      25      891.619          870.199         - 21.420
20      26      925.271          899.988         - 25.283
20      27      884.303          878.184         -  6.119
20      28      870.514          846.336         - 24.178
20      29      852.214          834.598         - 17.616
20      30     1001.653         1002.533         +  0.880
20      31     1001.859          979.553         - 22.306
20      32     1028.468         1034.913         +  6.445
20      33     1004.364         1050.000         + 45.636
20      34     1034.608         1027.585         -  7.023
20      35     1022.089          998.579         - 23.510
20      36     1016.763         1015.735         -  1.028
20      37      984.323          970.518         - 13.805
20      38     1032.183         1033.122         +  0.939
20      39     1045.656         1050.000         +  4.344
21      00      989.236          967.920         - 21.316
21      01     1013.091         1011.628         -  1.463
21      02     1002.646          986.615         - 16.031
21      03     1023.129         1033.079         +  9.950
21      04     1050.000         1044.881         -  5.119
21      05      968.019          945.949         - 22.070
21      06      976.870          953.328         - 23.542
21      07     1025.417         1011.757         - 13.660
21      08     1016.708         1001.169         - 15.539
21      09     1001.561          965.684         - 35.877
21      10      972.175          937.723         - 34.452
21      11      898.704          877.102         - 21.602
21      12      896.693          882.830         - 13.863
21      13      921.260          897.374         - 23.886
21      14      908.841          901.292         -  7.549
21      15      858.417          835.495         - 22.922
21      16      900.285          888.168         - 12.117
21      17      921.102          893.649         - 27.453
21      18      910.167          891.766         - 18.401
21      19      830.330          803.483         - 26.847
21      20      864.901          833.385         - 31.516
21      21      877.893          863.797         - 14.096
21      22      903.665          884.681         - 18.984
21      23      893.900          874.983         - 18.917
21      24      855.885          840.334         - 15.551
21      25      946.942          933.038         - 13.904
21      26      875.788          864.279         - 11.509
21      27      841.009          815.066         - 25.943
21      28      882.940          872.868         - 10.072
21      29      883.652          869.679         - 13.973
21      30     1023.285         1007.673         - 15.612
21      31     1032.014         1050.000         + 17.986
21      32     1038.717         1042.444         +  3.727
21      33     1029.862         1043.443         + 13.581
21      34     1017.332         1010.951         -  6.381
21      35     1007.550         1014.733         +  7.183
21      36      995.997          997.170         +  1.173
21      37     1050.000         1033.127         - 16.873
21      38     1014.498         1024.260         +  9.762
21      39     1018.896         1015.648         -  3.248
22      00     1015.862         1005.787         - 10.075
22      01     1023.565         1023.134         -  0.431
22      02     1019.031         1012.399         -  6.632
22      03     1013.519          994.328         - 19.191
22      04     1035.869         1010.387         - 25.482
22      05     1009.208         1004.605         -  4.603
22      06     1020.525         1016.838         -  3.687
22      07      947.190          922.573         - 24.617
22      08     1019.999         1013.361         -  6.638
22      09      972.247          949.612         - 22.635
22      10      872.994          852.472         - 20.522
22      11      900.012          882.062         - 17.950
22      12      912.724          896.104         - 16.620
22      13      851.370          829.264         - 22.106
22      14      901.936          898.623         -  3.313
22      15      864.171          841.797         - 22.374
22      16      845.498          821.554         - 23.944
22      17      881.868          861.829         - 20.039
22      18      859.962          836.915         - 23.047
22      19      917.551          909.903         -  7.648
22      20      870.311          857.484         - 12.827
22      21      851.015          836.334         - 14.681
22      22      859.022          849.672         -  9.350
22      23      936.157          922.578         - 13.579
22      24      928.909          954.107         + 25.198
22      25      901.122          904.691         +  3.569
22      26      928.878          909.305         - 19.573
22      27      846.660          820.813         - 25.847
22      28      887.269          872.688         - 14.581
22      29      910.766          909.845         -  0.921
22      30     1024.385         1012.642         - 11.743
22      31     1035.274         1035.728         +  0.454
22      32     1035.349         1030.409         -  4.940
22      33     1020.117         1013.163         -  6.954
22      34     1026.008         1019.618         -  6.390
22      35      995.705         1029.632         + 33.927
22      36     1015.638         1000.281         - 15.357
22      37      991.916          991.390         -  0.526
22      38     1016.812         1000.665         - 16.147
22      39     1022.988         1030.760         +  7.772
23      00     1050.000         1040.053         -  9.947
23      01     1024.441         1032.361         +  7.920
23      02     1050.000         1050.000         +  0.000
23      03     1015.088          976.365         - 38.723
23      04      998.077          974.841         - 23.236
23      05     1012.222         1016.001         +  3.779
23      06     1019.318         1023.752         +  4.434
23      07      988.371          974.536         - 13.835
23      08     1033.398         1005.047         - 28.351
23      09      949.608          932.947         - 16.661
23      10      883.590          855.288         - 28.302
23      11      883.793          871.947         - 11.846
23      12      932.918          910.283         - 22.635
23      13      942.240          923.768         - 18.472
23      14      883.408          873.231         - 10.177
23      15      937.588          910.969         - 26.619
23      16      867.827          856.195         - 11.632
23      17      888.262          870.802         - 17.460
23      18      883.191          878.700         -  4.491
23      19      840.354          824.342         - 16.012
23      20      861.604          840.570         - 21.034
23      21      872.904          854.005         - 18.899
23      22      866.778          854.693         - 12.085
23      23      897.841          883.219         - 14.622
23      24      876.071          858.610         - 17.461
23      25      860.696          844.512         - 16.184
23      26      857.919          846.788         - 11.131
23      27      880.234          878.206         -  2.028
23      28      869.682          849.270         - 20.412
23      29      918.809          904.766         - 14.043
23      30     1009.627          997.670         - 11.957
23      31     1050.000         1050.000         +  0.000
23      32     1029.289         1033.833         +  4.544
23      33     1021.825         1049.260         + 27.435
23      34     1010.682          990.525         - 20.157
23      35     1008.049         1011.455         +  3.406
23      36     1034.322         1031.923         -  2.399
23      37     1019.071         1028.150         +  9.079
23      38     1015.418         1011.259         -  4.159
23      39     1050.000         1050.000         +  0.000
24      00     1050.000         1050.000         +  0.000
24      01     1000.741          989.382         - 11.359
24      02      977.411          958.852         - 18.559
24      03     1040.743         1028.564         - 12.179
24      04     1016.637         1008.282         -  8.355
24      05     1017.839         1008.021         -  9.818
24      06     1019.798         1011.224         -  8.574
24      07     1032.590         1026.556         -  6.034
24      08     1011.075         1004.212         -  6.863
24      09     1018.784          999.292         - 19.492
24      10      877.476          857.850         - 19.626
24      11      859.538          835.498         - 24.040
24      12      884.299          864.757         - 19.542
24      13      916.686          896.816         - 19.870
24      14      887.689          866.063         - 21.626
24      15      890.716          861.585         - 29.131
24      16      849.375          817.894         - 31.481
24      17      910.362          902.222         -  8.140
24      18      873.720          855.005         - 18.715
24      19      876.560          862.758         - 13.802
24      20      881.389          864.364         - 17.025
24      21      892.105          886.575         -  5.530
24      22      873.202          853.404         - 19.798
24      23      886.573          873.774         - 12.799
24      24      898.629          877.289         - 21.340
24      25      847.951          822.356         - 25.595
24      26      946.740          940.914         -  5.826
24      27      863.128          850.572         - 12.556
24      28      941.691          919.281         - 22.410
24      29      891.113          876.074         - 15.039
24      30     1050.000         1050.000         +  0.000
24      31     1010.237         1001.802         -  8.435
24      32     1030.100         1034.514         +  4.414
24      33      982.203          964.735         - 17.468
24      34     1020.309         1003.665         - 16.644
24      35     1039.328         1050.000         + 10.672
24      36     1030.553         1050.000         + 19.447
24      37     1018.223         1012.183         -  6.040
24      38     1050.000         1044.301         -  5.699
24      39     1030.129         1033.975         +  3.846
25      00      978.895          970.015         -  8.880
25      01     1050.000         1050.000         +  0.000
25      02      981.983          968.576         - 13.407
25      03      995.155         1002.366         +  7.211
25      04     1007.692          990.591         - 17.101
25      05     1036.180         1037.107         +  0.927
25      06      991.748          982.937         -  8.811
25      07     1006.895          970.623         - 36.272
25      08     1050.000         1044.551         -  5.449
25      09     1032.615         1036.939         +  4.324
25      10      834.331          800.000         - 34.331
25      11      884.050          893.130         +  9.080
25      12      887.155          871.720         - 15.435
25      13      882.103          867.003         - 15.100
25      14      899.499          876.867         - 22.632
25      15      878.814          861.471         - 17.343
25      16      868.097          851.465         - 16.632
25      17      857.423          841.221         - 16.202
25      18      892.255          874.100         - 18.155
25      19      857.746          834.152         - 23.594
25      20      874.339          852.798         - 21.541
25      21      862.443          842.933         - 19.510
25      22      910.159          913.015         +  2.856
25      23      841.405          815.005         - 26.400
25      24      828.895          803.141         - 25.754
25      25      942.692          926.290         - 16.402
25      26      865.230          866.468         +  1.238
25      27      844.751          825.491         - 19.260
25      28      877.136          877.989         +  0.853
25      29      905.995          887.162         - 18.833
25      30      990.170          973.128         - 17.042
25      31      984.624          974.592         - 10.032
25      32      990.157          987.649         -  2.508
25      33     1019.056         1014.806         -  4.250
25      34      983.450          965.087         - 18.363
25      35     1042.930         1050.000         +  7.070
25      36      988.744          977.577         - 11.167
25      37     1034.730         1042.591         +  7.861
25      38     1040.457         1035.883         -  4.574
25      39     1025.701         1044.748         + 19.047
26      00     1001.952          974.147         - 27.805
26      01     1022.778         1011.183         - 11.595
26      02      969.752          960.052         -  9.700
26      03     1009.367          977.792         - 31.575
26      04     1011.602         1008.147         -  3.455
26      05     1035.967         1023.306         - 12.661
26      06      980.737          962.891         - 17.846
26      07     1014.699         1014.699         +  0.000
26      08     1026.792         1011.449         - 15.343
26      09      971.737          946.398         - 25.339
26      10      855.670          824.443         - 31.227
26      11      935.196          913.082         - 22.114
26      12      900.558          874.061         - 26.497
26      13      882.384          862.896         - 19.488
26      14      832.612          800.000         - 32.612
26      15      924.609          883.210         - 41.399
26      16      878.331          854.695         - 23.636
26      17      878.339          848.159         - 30.180
26      18      907.635          880.821         - 26.814
26      19      947.527          927.990         - 19.537
26      20      868.879          849.678         - 19.201
26      21      841.250          812.316         - 28.934
26      22      927.635          902.797         - 24.838
26      23      888.545          875.462         - 13.083
26      24      882.601          851.993         - 30.608
26      25      908.153          899.380         -  8.773
26      26      880.751          855.290         - 25.461
26      27      921.611          905.257         - 16.354
26      28      925.273          911.940         - 13.333
26      29      932.680          915.081         - 17.599
26      30     1030.156         1022.770         -  7.386
26      31      964.699          951.262         - 13.437
26      32     1038.149         1040.973         +  2.824
26      33     1007.577         1002.213         -  5.364
26      34     1011.014         1018.323         +  7.309
26      35     1022.803         1014.249         -  8.554
26      36     1042.078         1044.830         +  2.752
26      37     1014.904         1014.035         -  0.869
26      38     1045.378         1050.000         +  4.622
26      39     1031.422         1016.786         - 14.636
27      00     1046.519         1050.000         +  3.481
27      01     1007.513          991.772         - 15.741
27      02     1028.432         1002.085         - 26.347
27      03      999.721         1002.585         +  2.864
27      04     1023.825         1012.899         - 10.926
27      05     1002.140          991.275         - 10.865
27      06     1024.473         1050.000         + 25.527
27      07     1014.308         1011.568         -  2.740
27      08     1021.735         1003.116         - 18.619
27      09     1020.548         1031.838         + 11.290
27      10      839.771          818.945         - 20.826
27      11      842.008          831.013         - 10.995
27      12      944.777          926.095         - 18.682
27      13      857.171          839.032         - 18.139
27      14      838.203          803.617         - 34.586
27      15      956.310          928.825         - 27.485
27      16      862.182          844.092         - 18.090
27      17      853.661          823.284         - 30.377
27      18      912.811          881.593         - 31.218
27      19      849.629          824.508         - 25.121
27      20      845.853          822.503         - 23.350
27      21      917.088          875.770         - 41.318
27      22      831.944          805.851         - 26.093
27      23      926.911          912.379         - 14.532
27      24      864.196          838.244         - 25.952
27      25      932.968          931.693         -  1.275
27      26      844.953          826.627         - 18.326
27      27      897.590          873.129         - 24.461
27      28      883.348          878.082         -  5.266
27      29      933.837          907.212         - 26.625
27      30      961.993          947.644         - 14.349
27      31     1012.687         1008.235         -  4.452
27      32     1010.549          984.872         - 25.677
27      33     1041.278         1043.197         +  1.919
27      34     1018.242         1007.882         - 10.360
27      35      977.389          988.742         + 11.353
27      36     1006.924         1008.158         +  1.234
27      37     1026.670         1014.396         - 12.274
27      38     1005.903          999.060         -  6.843
27      39     1024.067         1019.181         -  4.886
28      00     1045.412         1050.000         +  4.588
28      01     1020.433         1009.355         - 11.078
28      02      993.376          985.862         -  7.514
28      03     1002.568          982.312         - 20.256
28      04      975.324          948.034         - 27.290
28      05     1050.000         1035.101         - 14.899
28      06      993.887          973.548         - 20.339
28      07     1016.388          987.384         - 29.004
28      08     1033.642         1040.410         +  6.768
28      09     1026.076         1030.223         +  4.147
28      10      858.417          828.531         - 29.886
28      11      853.860          828.706         - 25.154
28      12      922.711          907.126         - 15.585
28      13      861.616          843.471         - 18.145
28      14      906.466          882.829         - 23.637
28      15      884.800          864.942         - 19.858
28      16      926.952          913.913         - 13.039
28      17      905.387          888.996         - 16.391
28      18      926.161          904.400         - 21.761
28      19      897.221          884.206         - 13.015
28      20      860.412          843.219         - 17.193
28      21      887.953          877.138         - 10.815
28      22      894.941          876.002         - 18.939
28      23      941.352          919.496         - 21.856
28      24      886.741          872.863         - 13.878
28      25      965.362          942.340         - 23.022
28      26      927.011          905.864         - 21.147
28      27      828.337          806.056         - 22.281
28      28      925.106          904.639         - 20.467
28      29      905.459          892.337         - 13.122
28      30     1021.307         1050.000         + 28.693
28      31     1016.221          998.934         - 17.287
28      32      987.084          967.398         - 19.686
28      33      994.762          975.730         - 19.032
28      34     1033.274         1039.681         +  6.407
28      35     1036.530         1021.395         - 15.135
28      36     1022.579         1006.354         - 16.225
28      37     1027.825         1008.552         - 19.273
28      38     1022.555         1022.523         -  0.032
28      39     1038.532         1026.422         - 12.110
29      00     1039.472         1050.000         + 10.528
29      01     1009.575         1010.287         +  0.712
29      02     1050.000         1036.028         - 13.972
29      03     1037.761         1014.140         - 23.621
29      04     1033.681         1030.417         -  3.264
29      05     1020.291         1001.793         - 18.498
29      06      993.997          979.470         - 14.527
29      07     1005.399          983.929         - 21.470
29      08     1022.847         1019.106         -  3.741
29      09     1024.987         1025.147         +  0.160
29      10      839.258          809.365         - 29.893
29      11      874.921          852.312         - 22.609
29      12      927.501          897.587         - 29.914
29      13      922.404          897.853         - 24.551
29      14      900.995          881.257         - 19.738
29      15      831.038          800.543         - 30.495
29      16      872.376          852.630         - 19.746
29      17      866.299          850.639         - 15.660
29      18      873.806          861.431         - 12.375
29      19      894.880          874.750         - 20.130
29      20      923.578          920.605         -  2.973
29      21      931.645          926.769         -  4.876
29      22      972.581          947.472         - 25.109
29      23      923.391          905.639         - 17.752
29      24      931.717          918.100         - 13.617
29      25      900.401          886.163         - 14.238
29      26      909.755          899.608         - 10.147
29      27      856.988          829.518         - 27.470
29      28      910.478          894.068         - 16.410
29      29      845.741          831.558         - 14.183
29      30     1050.000         1050.000         +  0.000
29      31     1030.665         1035.668         +  5.003
29      32     1015.522         1022.915         +  7.393
29      33      999.872          997.278         -  2.594
29      34     1023.466         1035.425         + 11.959
29      35     1050.000         1049.885         -  0.115
29      36      997.141         1006.532         +  9.391
29      37     1021.076         1015.960         -  5.116
29      38     1007.955         1012.519         +  4.564
29      39     1050.000         1033.624         - 16.376
30      00     1008.170         1020.143         + 11.973
30      01      986.194          965.007         - 21.187
30      02     1026.780         1028.379         +  1.599
30      03     1025.258         1033.425         +  8.167
30      04     1017.121         1008.939         -  8.182
30      05     1010.791         1023.978         + 13.187
30      06     1031.561         1030.534         -  1.027
30      07     1014.941         1006.438         -  8.503
30      08     1014.145         1008.385         -  5.760
30      09     1024.189         1025.914         +  1.725
30      10      997.912          966.812         - 31.100
30      11     1050.000         1050.000         +  0.000
30      12     1032.238         1039.856         +  7.618
30      13     1025.167         1030.294         +  5.127
30      14      974.730          964.938         -  9.792
30      15     1022.574         1013.519         -  9.055
30      16      966.003          947.407         - 18.596
30      17     1003.917         1005.975         +  2.058
30      18     1043.308         1046.431         +  3.123
30      19      967.240          968.854         +  1.614
30      20     1021.458         1018.901         -  2.557
30      21      998.990          973.719         - 25.271
30      22     1027.328         1039.922         + 12.594
30      23     1029.444         1048.713         + 19.269
30      24      955.930          942.773         - 13.157
30      25     1047.375         1030.304         - 17.071
30      26     1049.661         1041.890         -  7.771
30      27     1041.847         1021.709         - 20.138
30      28      993.098          992.804         -  0.294
30      29     1028.449         1016.341         - 12.108
30      30     1027.046         1016.115         - 10.931
30      31     1033.873         1034.391         +  0.518
30      32     1026.039         1028.061         +  2.022
30      33      999.564          979.135         - 20.429
30      34     1031.589         1037.832         +  6.243
30      35      979.293          977.067         -  2.226
30      36     1011.068         1006.350         -  4.718
30      37     1027.487         1018.730         -  8.757
30      38     1012.203         1015.737         +  3.534
30      39     1023.269         1021.760         -  1.509
31      00     1026.980         1018.287         -  8.693
31      01      976.469          955.390         - 21.079
31      02      990.839          999.198         +  8.359
31      03     1004.127          987.167         - 16.960
31      04     1016.523         1009.250         -  7.273
31      05     1032.970         1021.070         - 11.900
31      06     1027.302         1018.309         -  8.993
31      07      945.053          949.010         +  3.957
31      08     1016.805         1022.090         +  5.285
31      09     1014.430         1006.240         -  8.190
31      10     1023.753         1032.286         +  8.533
31      11     1020.242         1007.147         - 13.095
31      12     1050.000         1049.918         -  0.082
31      13     1006.254         1007.965         +  1.711
31      14     1039.730         1050.000         + 10.270
31      15     1022.682         1003.411         - 19.271
31      16     1045.330         1025.619         - 19.711
31      17     1036.645         1039.964         +  3.319
31      18     1005.950          991.579         - 14.371
31      19     1050.000         1030.228         - 19.772
31      20     1041.894         1014.048         - 27.846
31      21     1030.838         1037.366         +  6.528
31      22     1024.878         1031.369         +  6.491
31      23     1035.680         1045.329         +  9.649
31      24     1028.191         1010.811         - 17.380
31      25     1004.147          978.683         - 25.464
31      26     1017.667         1000.861         - 16.806
31      27     1032.587         1035.860         +  3.273
31      28     1013.920         1026.721         + 12.801
31      29     1013.487         1050.000         + 36.513
31      30     1050.000         1050.000         +  0.000
31      31     1038.007         1038.446         +  0.439
31      32     1040.674         1050.000         +  9.326
31      33     1012.704         1022.431         +  9.727
31      34     1025.010         1027.766         +  2.756
31      35     1019.775         1005.838         - 13.937
31      36     1019.308         1026.949         +  7.641
31      37     1024.428         1030.105         +  5.677
31      38     1000.370          999.778         -  0.592
31      39     1016.572         1006.577         -  9.995
32      00     1023.428         1022.235         -  1.193
32      01     1009.355         1003.487         -  5.868
32      02     1030.928         1050.000         + 19.072
32      03     1016.343         1010.585         -  5.758
32      04     1013.734         1012.364         -  1.370
32      05     1003.665         1002.262         -  1.403
32      06      984.826          963.554         - 21.272
32      07     1050.000         1050.000         +  0.000
32      08     1050.000         1050.000         +  0.000
32      09     1018.470         1017.440         -  1.030
32      10     1016.079         1018.356         +  2.277
32      11     1024.831         1020.850         -  3.981
32      12      970.726          946.447         - 24.279
32      13     1043.207         1050.000         +  6.793
32      14     1023.153         1030.107         +  6.954
32      15     1042.371         1029.166         - 13.205
32      16     1015.266          999.929         - 15.337
32      17     1037.801         1050.000         + 12.199
32      18      980.443         1005.953         + 25.510
32      19     1015.532          999.887         - 15.645
32      20     1015.583         1019.031         +  3.448
32      21     1018.689         1010.702         -  7.987
32      22     1029.048         1037.990         +  8.942
32      23     1021.855         1019.829         -  2.026
32      24      980.794          970.452         - 10.342
32      25     1015.331         1008.858         -  6.473
32      26     1017.305         1017.799         +  0.494
32      27     1033.110         1034.197         +  1.087
32      28     1037.543         1050.000         + 12.457
32      29     1027.339         1042.890         + 15.551
32      30     1010.130         1015.513         +  5.383
32      31     1008.553         1013.449         +  4.896
32      32     1050.000         1050.000         +  0.000
32      33      995.369          970.313         - 25.056
32      34     1009.563         1036.368         + 26.805
32      35     1030.285         1034.733         +  4.448
32      36     1040.330         1028.977         - 11.353
32      37     1023.824         1042.987         + 19.163
32      38      966.891          958.371         -  8.520
32      39     1050.000         1050.000         +  0.000
33      00     1011.187          997.843         - 13.344
33      01     1015.642         1012.976         -  2.666
33      02     1013.930         1012.842         -  1.088
33      03      980.135          982.144         +  2.009
33      04      951.383          941.068         - 10.315
33      05     1028.730         1016.908         - 11.822
33      06     1029.707         1025.258         -  4.449
33      07     1012.762          990.058         - 22.704
33      08     1024.409         1011.775         - 12.634
33      09     1021.938         1016.255         -  5.683
33      10     1034.070         1039.343         +  5.273
33      11     1008.503          992.297         - 16.206
33      12     1024.225         1019.553         -  4.672
33      13     1030.861         1030.106         -  0.755
33      14     1004.909         1015.645         + 10.736
33      15      998.233          983.562         - 14.671
33      16     1035.471         1028.169         -  7.302
33      17     1048.076         1040.608         -  7.468
33      18     1025.672         1013.842         - 11.830
33      19     1002.966         1002.966         +  0.000
33      20     1050.000         1050.000         +  0.000
33      21     1037.180         1038.977         +  1.797
33      22     1002.244          999.231         -  3.013
33      23      996.820          995.519         -  1.301
33      24     1044.910         1050.000         +  5.090
33      25     1039.376         1050.000         + 10.624
33      26     1050.000         1050.000         +  0.000
33      27     1033.015         1042.463         +  9.448
33      28     1032.996         1050.000         + 17.004
33      29     1030.343         1032.981         +  2.638
33      30      996.602          987.619         -  8.983
33      31      992.188          972.039         - 20.149
33      32     1050.000         1050.000         +  0.000
33      33     1002.155          989.697         - 12.458
33      34      999.247          996.884         -  2.363
33      35      999.034          992.223         -  6.811
33      36     1017.108         1020.169         +  3.061
33      37     1006.474         1000.922         -  5.552
33      38     1009.269          991.938         - 17.331
33      39     1010.231         1010.199         -  0.032
34      00     1002.504          985.249         - 17.255
34      01     1020.872         1010.456         - 10.416
34      02     1050.000         1050.000         +  0.000
34      03      970.777          966.655         -  4.122
34      04     1036.319         1014.656         - 21.663
34      05     1045.502         1039.641         -  5.861
34      06     1050.000         1050.000         +  0.000
34      07     1002.877          991.550         - 11.327
34      08     1018.258         1025.705         +  7.447
34      09     1019.154         1021.406         +  2.252
34      10      996.945          999.227         +  2.282
34      11     1035.639         1018.578         - 17.061
34      12     1017.845          999.621         - 18.224
34      13     1021.104         1020.690         -  0.414
34      14     1035.789         1032.770         -  3.019
34      15     1031.415         1029.561         -  1.854
34      16     1009.308          998.895         - 10.413
34      17      982.125          995.821         + 13.696
34      18     1028.669         1028.476         -  0.193
34      19     1006.465         1011.515         +  5.050
34      20      996.744          985.206         - 11.538
34      21     1044.096         1050.000         +  5.904
34      22     1037.584         1024.512         - 13.072
34      23     1028.340         1030.710         +  2.370
34      24      968.165          947.602         - 20.563
34      25     1025.250         1050.000         + 24.750
34      26     1011.683          991.942         - 19.741
34      27     1048.601         1037.798         - 10.803
34      28     1050.000         1050.000         +  0.000
34      29     1030.592         1044.782         + 14.190
34      30     1001.570          999.508         -  2.062
34      31     1004.046         1006.745         +  2.699
34      32     1007.589         1009.655         +  2.066
34      33     1035.301         1018.106         - 17.195
34      34     1041.836         1050.000         +  8.164
34      35      996.356          985.681         - 10.675
34      36     1047.225         1050.000         +  2.775
34      37     1029.080         1039.562         + 10.482
34      38     1042.325         1041.481         -  0.844
34      39     1045.430         1045.430         +  0.000
35      00      986.377          966.589         - 19.788
35      01      990.789          989.512         -  1.277
35      02      991.379          987.349         -  4.030
35      03      995.458          985.103         - 10.355
35      04     1018.168         1005.128         - 13.040
35      05      987.895          987.957         +  0.062
35      06     1007.610          993.215         - 14.395
35      07     1017.800         1016.551         -  1.249
35      08     1030.557         1048.522         + 17.965
35      09     1034.138         1047.648         + 13.510
35      10     1035.236         1018.768         - 16.468
35      11      961.846          949.207         - 12.639
35      12     1050.000         1043.958         -  6.042
35      13      977.437          960.535         - 16.902
35      14     1027.247         1026.575         -  0.672
35      15     1013.691         1012.996         -  0.695
35      16     1009.905         1017.966         +  8.061
35      17      994.766          980.405         - 14.361
35      18     1017.455         1016.995         -  0.460
35      19     1031.584         1050.000         + 18.416
35      20     1011.948          997.783         - 14.165
35      21     1035.033         1034.115         -  0.918
35      22     1005.281          999.035         -  6.246
35      23      993.676          982.734         - 10.942
35      24      996.331          982.921         - 13.410
35      25     1042.263         1032.808         -  9.455
35      26      994.076          984.502         -  9.574
35      27     1019.185         1009.998         -  9.187
35      28     1025.500         1007.603         - 17.897
35      29     1014.086         1013.186         -  0.900
35      30     1011.916         1012.407         +  0.491
35      31     1024.941         1012.143         - 12.798
35      32     1002.550          991.100         - 11.450
35      33     1014.545         1004.035         - 10.510
35      34     1015.651         1017.976         +  2.325
35      35     1030.859         1037.132         +  6.273
35      36     1043.875         1032.380         - 11.495
35      37     1050.000         1045.731         -  4.269
35      38     1032.431         1050.000         + 17.569
35      39     1050.000         1016.282         - 33.718
36      00      984.680          972.343         - 12.337
36      01     1003.897          987.022         - 16.875
36      02     1024.965         1017.572         -  7.393
36      03      982.067          986.482         +  4.415
36      04     1002.579          983.555         - 19.024
36      05      992.858          971.247         - 21.611
36      06     1026.437         1027.662         +  1.225
36      07     1017.447          985.428         - 32.019
36      08     1020.090         1001.569         - 18.521
36      09     1016.254         1011.041         -  5.213
36      10      989.471          972.414         - 17.057
36      11     1029.258         1033.068         +  3.810
36      12      954.580          946.735         -  7.845
36      13     1029.811         1047.669         + 17.858
36      14     1021.655         1020.290         -  1.365
36      15      979.653          982.995         +  3.342
36      16     1020.716         1025.421         +  4.705
36      17     1050.000         1043.306         -  6.694
36      18      987.771          973.700         - 14.071
36      19     1011.718         1013.519         +  1.801
36      20     1030.133         1033.117         +  2.984
36      21      997.905          971.884         - 26.021
36      22     1005.853          993.125         - 12.728
