column  row  current_HV_Setting  new_HV_Setting  Voltage_change
18      18      850.000          880.202         + 30.202
18      19      850.000          852.607         +  2.607
18      20      909.654          943.987         + 34.333
18      21      893.693          908.657         + 14.964
18      22      850.000          839.714         - 10.286
18      23      850.000          863.202         + 13.202
18      24      904.503          914.928         + 10.425
18      25      896.757          915.390         + 18.633
18      26      882.199          897.923         + 15.724
18      27      865.589          897.672         + 32.083
18      28      895.499          907.699         + 12.200
18      29      867.249          891.016         + 23.767
18      30      989.755         1019.902         + 30.147
18      31      995.995         1035.356         + 39.361
18      32      994.975         1029.142         + 34.167
18      33      996.131         1033.052         + 36.921
18      34     1050.000         1050.000         +  0.000
18      35      985.645         1005.401         + 19.756
18      36      983.445         1024.918         + 41.473
18      37      965.811         1000.392         + 34.581
18      38     1050.000         1050.000         +  0.000
18      39     1049.582         1050.000         +  0.418
19      00      946.035          974.032         + 27.997
19      01      967.981          995.237         + 27.256
19      02      982.962         1018.411         + 35.449
19      03      957.738          992.343         + 34.605
19      04      994.930         1045.828         + 50.898
19      05      985.508         1021.882         + 36.374
19      06      989.812         1024.424         + 34.612
19      07      969.295          992.330         + 23.035
19      08      995.574         1042.011         + 46.437
19      09      978.993         1002.395         + 23.402
19      10      867.249          898.943         + 31.694
19      11      850.376          864.430         + 14.054
19      12      870.118          888.499         + 18.381
19      13      861.558          876.072         + 14.514
19      14      868.576          891.538         + 22.962
19      15      866.816          874.821         +  8.005
19      16      850.000          863.925         + 13.925
19      17      867.249          887.913         + 20.664
19      18      850.000          844.521         -  5.479
19      21      861.415          879.132         + 17.717
19      22      867.249          874.917         +  7.668
19      23      850.000          863.117         + 13.117
19      24      889.471          910.596         + 21.125
19      25      874.509          894.673         + 20.164
19      26      850.000          867.700         + 17.700
19      27      867.249          875.187         +  7.938
19      28      850.000          849.692         -  0.308
19      29      867.232          876.879         +  9.647
19      30      998.865         1042.300         + 43.435
19      31      945.392         1002.839         + 57.447
19      32     1050.000         1050.000         +  0.000
19      33      995.274         1037.861         + 42.587
19      34     1011.062         1050.000         + 38.938
19      35      994.483         1027.243         + 32.760
19      36      988.424         1016.097         + 27.673
19      37      994.751         1042.811         + 48.060
19      38      993.389         1027.468         + 34.079
19      39     1007.296         1050.000         + 42.704
20      00      986.499         1021.517         + 35.018
20      01      989.101         1029.724         + 40.623
20      02      987.947         1027.077         + 39.130
20      03      993.462         1034.622         + 41.160
20      04      995.544         1037.979         + 42.435
20      05      990.612         1029.392         + 38.780
20      06      985.755         1003.469         + 17.714
20      07      983.782         1019.735         + 35.953
20      08     1001.796         1047.696         + 45.900
20      09      984.309         1014.000         + 29.691
20      10      858.954          875.645         + 16.691
20      11      864.496          865.594         +  1.098
20      12      850.000          860.756         + 10.756
20      13      874.038          889.463         + 15.425
20      14      922.486          926.519         +  4.033
20      15      850.000          852.138         +  2.138
20      16      887.514          901.490         + 13.976
20      17      867.249          884.658         + 17.409
20      18      850.000          867.470         + 17.470
20      21      892.081          908.742         + 16.661
20      22      867.249          895.658         + 28.409
20      23      850.000          837.661         - 12.339
20      24      900.921          917.641         + 16.720
20      25      877.896          891.619         + 13.723
20      26      928.606          925.271         -  3.335
20      27      877.408          884.303         +  6.895
20      28      864.105          870.514         +  6.409
20      29      850.000          852.214         +  2.214
20      30      970.960         1001.653         + 30.693
20      31      979.705         1001.859         + 22.154
20      32      987.040         1028.468         + 41.428
20      33      976.568         1004.364         + 27.796
20      34      990.111         1034.608         + 44.497
20      35      980.252         1022.089         + 41.837
20      36      993.624         1016.763         + 23.139
20      37      951.285          984.323         + 33.038
20      38      994.290         1032.183         + 37.893
20      39     1000.737         1045.656         + 44.919
21      00      959.092          989.236         + 30.144
21      01      983.177         1013.091         + 29.914
21      02      981.249         1002.646         + 21.397
21      03      992.159         1023.129         + 30.970
21      04     1008.117         1050.000         + 41.883
21      05      936.600          968.019         + 31.419
21      06      958.109          976.870         + 18.761
21      07      986.887         1025.417         + 38.530
21      08      988.988         1016.708         + 27.720
21      09      969.886         1001.561         + 31.675
21      10      927.235          972.175         + 44.940
21      11      867.249          898.704         + 31.455
21      12      867.249          896.693         + 29.444
21      13      897.587          921.260         + 23.673
21      14      902.138          908.841         +  6.703
21      15      850.000          858.417         +  8.417
21      16      867.249          900.285         + 33.036
21      17      895.835          921.102         + 25.267
21      18      902.746          910.167         +  7.421
21      19      850.000          830.330         - 19.670
21      20      850.000          864.901         + 14.901
21      21      864.185          877.893         + 13.708
21      22      867.249          903.665         + 36.416
21      23      884.668          893.900         +  9.232
21      24      850.000          855.885         +  5.885
21      25      926.872          946.942         + 20.070
21      26      866.601          875.788         +  9.187
21      27      850.000          841.009         -  8.991
21      28      867.253          882.940         + 15.687
21      29      867.249          883.652         + 16.403
21      30      986.762         1023.285         + 36.523
21      31      984.703         1032.014         + 47.311
21      32      997.360         1038.717         + 41.357
21      33      997.131         1029.862         + 32.731
21      34      992.904         1017.332         + 24.428
21      35      990.957         1007.550         + 16.593
21      36      978.851          995.997         + 17.146
21      37      989.584         1050.000         + 60.416
21      38      972.870         1014.498         + 41.628
21      39      985.440         1018.896         + 33.456
22      00      983.257         1015.862         + 32.605
22      01      983.405         1023.565         + 40.160
22      02      984.893         1019.031         + 34.138
22      03      984.635         1013.519         + 28.884
22      04      983.123         1035.869         + 52.746
22      05      975.863         1009.208         + 33.345
22      06      991.738         1020.525         + 28.787
22      07      914.660          947.190         + 32.530
22      08      985.358         1019.999         + 34.641
22      09      958.120          972.247         + 14.127
22      10      857.682          872.994         + 15.312
22      11      867.249          900.012         + 32.763
22      12      895.626          912.724         + 17.098
22      13      850.000          851.370         +  1.370
22      14      893.262          901.936         +  8.674
22      15      850.000          864.171         + 14.171
22      16      850.000          845.498         -  4.502
22      17      861.566          881.868         + 20.302
22      18      850.000          859.962         +  9.962
22      19      904.244          917.551         + 13.307
22      20      863.950          870.311         +  6.361
22      21      850.000          851.015         +  1.015
22      22      850.000          859.022         +  9.022
22      23      921.996          936.157         + 14.161
22      24      917.846          928.909         + 11.063
22      25      880.734          901.122         + 20.388
22      26      915.574          928.878         + 13.304
22      27      850.000          846.660         -  3.340
22      28      880.257          887.269         +  7.012
22      29      900.142          910.766         + 10.624
22      30      988.087         1024.385         + 36.298
22      31      994.483         1035.274         + 40.791
22      32      994.350         1035.349         + 40.999
22      33      989.712         1020.117         + 30.405
22      34      990.885         1026.008         + 35.123
22      35      968.542          995.705         + 27.163
22      36      983.391         1015.638         + 32.247
22      37      981.844          991.916         + 10.072
22      38      984.336         1016.812         + 32.476
22      39      995.050         1022.988         + 27.938
23      00     1020.898         1050.000         + 29.102
23      01      989.698         1024.441         + 34.743
23      02     1001.494         1050.000         + 48.506
23      03      978.119         1015.088         + 36.969
23      04      972.968          998.077         + 25.109
23      05      987.346         1012.222         + 24.876
23      06      988.621         1019.318         + 30.697
23      07      967.981          988.371         + 20.390
23      08      985.412         1033.398         + 47.986
23      09      929.371          949.608         + 20.237
23      10      850.057          883.590         + 33.533
23      11      867.249          883.793         + 16.544
23      12      907.029          932.918         + 25.889
23      13      933.493          942.240         +  8.747
23      14      867.249          883.408         + 16.159
23      15      921.209          937.588         + 16.379
23      16      855.421          867.827         + 12.406
23      17      867.249          888.262         + 21.013
23      18      867.249          883.191         + 15.942
23      19      850.000          840.354         -  9.646
23      20      850.000          861.604         + 11.604
23      21      850.879          872.904         + 22.025
23      22      856.667          866.778         + 10.111
23      23      867.249          897.841         + 30.592
23      24      869.229          876.071         +  6.842
23      25      850.000          860.696         + 10.696
23      26      850.000          857.919         +  7.919
23      27      867.249          880.234         + 12.985
23      28      855.298          869.682         + 14.384
23      29      895.626          918.809         + 23.183
23      30      982.909         1009.627         + 26.718
23      31     1022.758         1050.000         + 27.242
23      32      991.419         1029.289         + 37.870
23      33      991.999         1021.825         + 29.826
23      34      982.481         1010.682         + 28.201
23      35      986.859         1008.049         + 21.190
23      36      997.772         1034.322         + 36.550
23      37      981.328         1019.071         + 37.743
23      38      984.445         1015.418         + 30.973
23      39     1022.109         1050.000         + 27.891
24      00      981.354         1050.000         + 68.646
24      01      968.086         1000.741         + 32.655
24      02      967.958          977.411         +  9.453
24      03      985.289         1040.743         + 55.454
24      04      987.040         1016.637         + 29.597
24      05      984.771         1017.839         + 33.068
24      06      985.262         1019.798         + 34.536
24      07      995.469         1032.590         + 37.121
24      08      983.876         1011.075         + 27.199
24      09      987.360         1018.784         + 31.424
24      10      850.000          877.476         + 27.476
24      11      850.000          859.538         +  9.538
24      12      867.240          884.299         + 17.059
24      13      896.804          916.686         + 19.882
24      14      867.253          887.689         + 20.436
24      15      856.357          890.716         + 34.359
24      16      850.000          849.375         -  0.625
24      17      904.865          910.362         +  5.497
24      18      866.700          873.720         +  7.020
24      19      863.398          876.560         + 13.162
24      20      868.374          881.389         + 13.015
24      21      867.253          892.105         + 24.852
24      22      856.632          873.202         + 16.570
24      23      867.253          886.573         + 19.320
24      24      867.249          898.629         + 31.380
24      25      850.000          847.951         -  2.049
24      26      922.994          946.740         + 23.746
24      27      865.585          863.128         -  2.457
24      28      923.687          941.691         + 18.004
24      29      867.249          891.113         + 23.864
24      30      990.670         1050.000         + 59.330
24      31      985.920         1010.237         + 24.317
24      32      989.257         1030.100         + 40.843
24      33      967.318          982.203         + 14.885
24      34      986.790         1020.309         + 33.519
24      35      995.544         1039.328         + 43.784
24      36      987.989         1030.553         + 42.564
24      37      988.031         1018.223         + 30.192
24      38     1016.777         1050.000         + 33.223
24      39      987.807         1030.129         + 42.322
25      00      954.853          978.895         + 24.042
25      01     1009.946         1050.000         + 40.054
25      02      954.627          981.983         + 27.356
25      03      978.864          995.155         + 16.291
25      04      980.828         1007.692         + 26.864
25      05      994.528         1036.180         + 41.652
25      06      973.494          991.748         + 18.254
25      07      973.163         1006.895         + 33.732
25      08      998.171         1050.000         + 51.829
25      09      993.477         1032.615         + 39.138
25      10      850.000          834.331         - 15.669
25      11      867.249          884.050         + 16.801
25      12      867.810          887.155         + 19.345
25      13      862.958          882.103         + 19.145
25      14      867.249          899.499         + 32.250
25      15      864.218          878.814         + 14.596
25      16      855.134          868.097         + 12.963
25      17      850.000          857.423         +  7.423
25      18      867.249          892.255         + 25.006
25      19      850.000          857.746         +  7.746
25      20      859.977          874.339         + 14.362
25      21      852.675          862.443         +  9.768
25      22      866.972          910.159         + 43.187
25      23      850.000          841.405         -  8.595
25      24      850.000          828.895         - 21.105
25      25      916.775          942.692         + 25.917
25      26      855.172          865.230         + 10.058
25      27      850.000          844.751         -  5.249
25      28      867.249          877.136         +  9.887
25      29      898.019          905.995         +  7.976
25      30      973.961          990.170         + 16.209
25      31      974.468          984.624         + 10.156
25      32      978.606          990.157         + 11.551
25      33      977.531         1019.056         + 41.525
25      34      973.200          983.450         + 10.250
25      35     1003.572         1042.930         + 39.358
25      36      955.464          988.744         + 33.280
25      37      994.781         1034.730         + 39.949
25      38     1007.063         1040.457         + 33.394
25      39      984.350         1025.701         + 41.351
26      00      972.505         1001.952         + 29.447
26      01      986.915         1022.778         + 35.863
26      02      941.461          969.752         + 28.291
26      03      974.653         1009.367         + 34.714
26      04      987.012         1011.602         + 24.590
26      05      986.099         1035.967         + 49.868
26      06      947.227          980.737         + 33.510
26      07      987.234         1014.699         + 27.465
26      08      987.234         1026.792         + 39.558
26      09      959.727          971.737         + 12.010
26      10      850.000          855.670         +  5.670
26      11      917.356          935.196         + 17.840
26      12      867.249          900.558         + 33.309
26      13      862.523          882.384         + 19.861
26      14      850.000          832.612         - 17.388
26      15      866.963          924.609         + 57.646
26      16      857.890          878.331         + 20.441
26      17      854.711          878.339         + 23.628
26      18      867.249          907.635         + 40.386
26      19      924.818          947.527         + 22.709
26      20      857.165          868.879         + 11.714
26      21      850.000          841.250         -  8.750
26      22      919.616          927.635         +  8.019
26      23      867.249          888.545         + 21.296
26      24      860.700          882.601         + 21.901
26      25      907.812          908.153         +  0.341
26      26      863.950          880.751         + 16.801
26      27      919.345          921.611         +  2.266
26      28      937.707          925.273         - 12.434
26      29      919.425          932.680         + 13.255
26      30      991.448         1030.156         + 38.708
26      31      948.201          964.699         + 16.498
26      32      997.589         1038.149         + 40.560
26      33      982.109         1007.577         + 25.468
26      34      981.130         1011.014         + 29.884
26      35      988.960         1022.803         + 33.843
26      36      998.495         1042.078         + 43.583
26      37      987.248         1014.904         + 27.656
26      38      994.335         1045.378         + 51.043
26      39      995.289         1031.422         + 36.133
27      00      987.653         1046.519         + 58.866
27      01      979.692         1007.513         + 27.821
27      02      982.122         1028.432         + 46.310
27      03      978.503          999.721         + 21.218
27      04      988.875         1023.825         + 34.950
27      05      968.965         1002.140         + 33.175
27      06      992.889         1024.473         + 31.584
27      07      987.068         1014.308         + 27.240
27      08      985.728         1021.735         + 36.007
27      09      985.139         1020.548         + 35.409
27      10      850.000          839.771         - 10.229
27      11      850.000          842.008         -  7.992
27      12      927.616          944.777         + 17.161
27      13      850.000          857.171         +  7.171
27      14      850.000          838.203         - 11.797
27      15      934.533          956.310         + 21.777
27      16      850.000          862.182         + 12.182
27      17      850.000          853.661         +  3.661
27      18      867.249          912.811         + 45.562
27      19      850.000          849.629         -  0.371
27      20      850.000          845.853         -  4.147
27      21      866.972          917.088         + 50.116
27      22      850.000          831.944         - 18.056
27      23      917.363          926.911         +  9.548
27      24      850.000          864.196         + 14.196
27      25      927.529          932.968         +  5.439
27      26      850.000          844.953         -  5.047
27      27      867.249          897.590         + 30.341
27      28      870.378          883.348         + 12.970
27      29      904.713          933.837         + 29.124
27      30      939.803          961.993         + 22.190
27      31      990.914         1012.687         + 21.773
27      32      979.174         1010.549         + 31.375
27      33      993.669         1041.278         + 47.609
27      34      985.016         1018.242         + 33.226
27      35      965.709          977.389         + 11.680
27      36      975.913         1006.924         + 31.011
27      37      989.712         1026.670         + 36.958
27      38      985.399         1005.903         + 20.504
27      39      985.989         1024.067         + 38.078
28      00     1000.094         1045.412         + 45.318
28      01      987.569         1020.433         + 32.864
28      02      956.537          993.376         + 36.839
28      03      975.825         1002.568         + 26.743
28      04      945.997          975.324         + 29.327
28      05      990.455         1050.000         + 59.545
28      06      973.900          993.887         + 19.987
28      07      982.242         1016.388         + 34.146
28      08      996.433         1033.642         + 37.209
28      09      994.379         1026.076         + 31.697
28      10      850.000          858.417         +  8.417
28      11      850.000          853.860         +  3.860
28      12      906.331          922.711         + 16.380
28      13      850.000          861.616         + 11.616
28      14      890.220          906.466         + 16.246
28      15      867.249          884.800         + 17.551
28      16      911.829          926.952         + 15.123
28      17      890.171          905.387         + 15.216
28      18      903.552          926.161         + 22.609
28      19      867.249          897.221         + 29.972
28      20      852.022          860.412         +  8.390
28      21      867.249          887.953         + 20.704
28      22      867.253          894.941         + 27.688
28      23      921.523          941.352         + 19.829
28      24      867.249          886.741         + 19.492
28      25      931.899          965.362         + 33.463
28      26      900.379          927.011         + 26.632
28      27      850.000          828.337         - 21.663
28      28      918.745          925.106         +  6.361
28      29      897.186          905.459         +  8.273
28      30      991.260         1021.307         + 30.047
28      31      985.002         1016.221         + 31.219
28      32      970.314          987.084         + 16.770
28      33      965.128          994.762         + 29.634
28      34      996.478         1033.274         + 36.796
28      35     1003.928         1036.530         + 32.602
28      36      988.565         1022.579         + 34.014
28      37      990.742         1027.825         + 37.083
28      38      991.174         1022.555         + 31.381
28      39      998.402         1038.532         + 40.130
29      00      998.033         1039.472         + 41.439
29      01      984.989         1009.575         + 24.586
29      02      997.406         1050.000         + 52.594
29      03      987.513         1037.761         + 50.248
29      04      985.934         1033.681         + 47.747
29      05      984.989         1020.291         + 35.302
29      06      973.102          993.997         + 20.895
29      07      982.548         1005.399         + 22.851
29      08      991.520         1022.847         + 31.327
29      09      990.340         1024.987         + 34.647
29      10      850.000          839.258         - 10.742
29      11      850.000          874.921         + 24.921
29      12      867.249          927.501         + 60.252
29      13      896.173          922.404         + 26.231
29      14      884.181          900.995         + 16.814
29      15      850.000          831.038         - 18.962
29      16      857.099          872.376         + 15.277
29      17      851.055          866.299         + 15.244
29      18      861.472          873.806         + 12.334
29      19      879.285          894.880         + 15.595
29      20      906.382          923.578         + 17.196
29      21      912.102          931.645         + 19.543
29      22      935.112          972.581         + 37.469
29      23      911.966          923.391         + 11.425
29      24      920.911          931.717         + 10.806
29      25      885.863          900.401         + 14.538
29      26      899.942          909.755         +  9.813
29      27      850.000          856.988         +  6.988
29      28      905.419          910.478         +  5.059
29      29      850.000          845.741         -  4.259
29      30     1014.780         1050.000         + 35.220
29      31      995.334         1030.665         + 35.331
29      32      982.096         1015.522         + 33.426
29      33      989.840          999.872         + 10.032
29      34      995.484         1023.466         + 27.982
29      35     1004.171         1050.000         + 45.829
29      36      995.574          997.141         +  1.567
29      37      985.796         1021.076         + 35.280
29      38      987.234         1007.955         + 20.721
29      39      997.788         1050.000         + 52.212
30      00      977.965         1008.170         + 30.205
30      01      956.663          986.194         + 29.531
30      02      989.186         1026.780         + 37.594
30      03      986.113         1025.258         + 39.145
30      04      989.698         1017.121         + 27.423
30      05      986.984         1010.791         + 23.807
30      06      993.875         1031.561         + 37.686
30      07      987.807         1014.941         + 27.134
30      08      988.101         1014.145         + 26.044
30      09      989.683         1024.189         + 34.506
30      10      974.703          997.912         + 23.209
30      11      987.905         1050.000         + 62.095
30      12      995.844         1032.238         + 36.394
30      13      991.246         1025.167         + 33.921
30      14      945.978          974.730         + 28.752
30      15      982.521         1022.574         + 40.053
30      16      942.162          966.003         + 23.841
30      17      985.810         1003.917         + 18.107
30      18      995.080         1043.308         + 48.228
30      19      946.768          967.240         + 20.472
30      20      987.109         1021.458         + 34.349
30      21      969.815          998.990         + 29.175
30      22      987.597         1027.328         + 39.731
30      23      993.875         1029.444         + 35.569
30      24      938.825          955.930         + 17.105
30      25      988.087         1047.375         + 59.288
30      26      986.748         1049.661         + 62.913
30      27      982.362         1041.847         + 59.485
30      28      974.381          993.098         + 18.717
30      29      996.101         1028.449         + 32.348
30      30      993.403         1027.046         + 33.643
30      31     1002.337         1033.873         + 31.536
30      32     1013.875         1026.039         + 12.164
30      33      963.662          999.564         + 35.902
30      34      994.053         1031.589         + 37.536
30      35      968.121          979.293         + 11.172
30      36      989.712         1011.068         + 21.356
30      37      976.568         1027.487         + 50.919
30      38      988.213         1012.203         + 23.990
30      39      988.354         1023.269         + 34.915
31      00      989.911         1026.980         + 37.069
31      01      957.939          976.469         + 18.530
31      02      957.157          990.839         + 33.682
31      03      980.566         1004.127         + 23.561
31      04      988.143         1016.523         + 28.380
31      05      994.275         1032.970         + 38.695
31      06      995.679         1027.302         + 31.623
31      07      937.672          945.053         +  7.381
31      08      991.058         1016.805         + 25.747
31      09      989.997         1014.430         + 24.433
31      10      993.492         1023.753         + 30.261
31      11      984.025         1020.242         + 36.217
31      12      990.943         1050.000         + 59.057
31      13      989.286         1006.254         + 16.968
31      14     1000.203         1039.730         + 39.527
31      15      986.016         1022.682         + 36.666
31      16      991.347         1045.330         + 53.983
31      17      996.690         1036.645         + 39.955
31      18      975.188         1005.950         + 30.762
31      19      991.520         1050.000         + 58.480
31      20      989.926         1041.894         + 51.968
31      21      988.833         1030.838         + 42.005
31      22      989.499         1024.878         + 35.379
31      23      990.943         1035.680         + 44.737
31      24      992.072         1028.191         + 36.119
31      25      972.359         1004.147         + 31.788
31      26      985.084         1017.667         + 32.583
31      27      994.260         1032.587         + 38.327
31      28      994.186         1013.920         + 19.734
31      29      983.123         1013.487         + 30.364
31      30     1018.478         1050.000         + 31.522
31      31      999.563         1038.007         + 38.444
31      32     1004.350         1040.674         + 36.324
31      33      986.499         1012.704         + 26.205
31      34      991.709         1025.010         + 33.301
31      35      990.369         1019.775         + 29.406
31      36     1000.533         1019.308         + 18.775
31      37      994.841         1024.428         + 29.587
31      38      973.973         1000.370         + 26.397
31      39      988.129         1016.572         + 28.443
32      00      991.622         1023.428         + 31.806
32      01      978.080         1009.355         + 31.275
32      02      991.955         1030.928         + 38.973
32      03      982.521         1016.343         + 33.822
32      04      979.290         1013.734         + 34.444
32      05      978.311         1003.665         + 25.354
32      06      960.257          984.826         + 24.569
32      07      994.543         1050.000         + 55.457
32      08      997.085         1050.000         + 52.915
32      09      992.101         1018.470         + 26.369
32      10      984.390         1016.079         + 31.689
32      11      986.223         1024.831         + 38.608
32      12      938.560          970.726         + 32.166
32      13      995.799         1043.207         + 47.408
32      14      985.741         1023.153         + 37.412
32      15      986.333         1042.371         + 56.038
32      16      986.223         1015.266         + 29.043
32      17      992.919         1037.801         + 44.882
32      18      984.989          980.443         -  4.546
32      19      982.202         1015.532         + 33.330
32      20      988.171         1015.583         + 27.412
32      21      984.934         1018.689         + 33.755
32      22      998.726         1029.048         + 30.322
32      23      986.237         1021.855         + 35.618
32      24      970.625          980.794         + 10.169
32      25      988.171         1015.331         + 27.160
32      26      985.879         1017.305         + 31.426
32      27      995.334         1033.110         + 37.776
32      28      991.376         1037.543         + 46.167
32      29      988.199         1027.339         + 39.140
32      30      988.059         1010.130         + 22.071
32      31      987.499         1008.553         + 21.054
32      32     1011.460         1050.000         + 38.540
32      33      968.577          995.369         + 26.792
32      34      986.721         1009.563         + 22.842
32      35      993.330         1030.285         + 36.955
32      36      989.016         1040.330         + 51.314
32      37      991.941         1023.824         + 31.883
32      38      943.302          966.891         + 23.589
32      39      997.299         1050.000         + 52.701
33      00      982.601         1011.187         + 28.586
33      01      988.918         1015.642         + 26.724
33      02      981.658         1013.930         + 32.272
33      03      945.326          980.135         + 34.809
33      04      924.996          951.383         + 26.387
33      05      990.814         1028.730         + 37.916
33      06      992.889         1029.707         + 36.818
33      07      979.251         1012.762         + 33.511
33      08      987.681         1024.409         + 36.728
33      09      988.059         1021.938         + 33.879
33      10      998.556         1034.070         + 35.514
33      11      977.569         1008.503         + 30.934
33      12      986.458         1024.225         + 37.767
33      13      987.416         1030.861         + 43.445
33      14      975.700         1004.909         + 29.209
33      15      974.220          998.233         + 24.013
33      16      999.346         1035.471         + 36.125
33      17      995.274         1048.076         + 52.802
33      18      990.397         1025.672         + 35.275
33      19      977.914         1002.966         + 25.052
33      20     1002.050         1050.000         + 47.950
33      21      991.883         1037.180         + 45.297
33      22      986.734         1002.244         + 15.510
33      23      980.474          996.820         + 16.346
33      24      994.112         1044.910         + 50.798
33      25      988.368         1039.376         + 51.008
33      26      989.541         1050.000         + 60.459
33      27      997.619         1033.015         + 35.396
33      28      997.436         1032.996         + 35.560
33      29      993.036         1030.343         + 37.307
33      30      981.526          996.602         + 15.076
33      31      972.092          992.188         + 20.096
33      32     1011.425         1050.000         + 38.575
33      33      983.795         1002.155         + 18.360
33      34      961.259          999.247         + 37.988
33      35      971.947          999.034         + 27.087
33      36      989.854         1017.108         + 27.254
33      37      972.116         1006.474         + 34.358
33      38      978.890         1009.269         + 30.379
33      39      980.448         1010.231         + 29.783
34      00      970.076         1002.504         + 32.428
34      01      983.809         1020.872         + 37.063
34      02      992.845         1050.000         + 57.155
34      03      947.525          970.777         + 23.252
34      04      985.276         1036.319         + 51.043
34      05      994.379         1045.502         + 51.123
34      06      992.319         1050.000         + 57.681
34      07      969.519         1002.877         + 33.358
34      08      983.043         1018.258         + 35.215
34      09      991.738         1019.154         + 27.416
34      10      976.479          996.945         + 20.466
34      11      988.269         1035.639         + 47.370
34      12      984.472         1017.845         + 33.373
34      13      986.182         1021.104         + 34.922
34      14      994.394         1035.789         + 41.395
34      15      995.679         1031.415         + 35.736
34      16      985.536         1009.308         + 23.772
34      17      967.841          982.125         + 14.284
34      18      988.734         1028.669         + 39.935
34      19      983.620         1006.465         + 22.845
34      20      977.544          996.744         + 19.200
34      21     1001.131         1044.096         + 42.965
34      22      991.130         1037.584         + 46.454
34      23      993.890         1028.340         + 34.450
34      24      939.473          968.165         + 28.692
34      25      990.871         1025.250         + 34.379
34      26      978.799         1011.683         + 32.884
34      27      989.342         1048.601         + 59.259
34      28     1027.625         1050.000         + 22.375
34      29      986.984         1030.592         + 43.608
34      30      970.005         1001.570         + 31.565
34      31      970.696         1004.046         + 33.350
34      32      975.913         1007.589         + 31.676
34      33      989.997         1035.301         + 45.304
34      34      980.213         1041.836         + 61.623
34      35      976.190          996.356         + 20.166
34      36     1013.152         1047.225         + 34.073
34      37      987.318         1029.080         + 41.762
34      38     1003.653         1042.325         + 38.672
34      39      999.594         1045.430         + 45.836
35      00      960.170          986.377         + 26.207
35      01      960.398          990.789         + 30.391
35      02      957.252          991.379         + 34.127
35      03      959.027          995.458         + 36.431
35      04      985.153         1018.168         + 33.015
35      05      971.778          987.895         + 16.117
35      06      981.870         1007.610         + 25.740
35      07      988.185         1017.800         + 29.615
35      08      992.305         1030.557         + 38.252
35      09      994.127         1034.138         + 40.011
35      10      994.721         1035.236         + 40.515
35      11      933.073          961.846         + 28.773
35      12      995.619         1050.000         + 54.381
35      13      957.442          977.437         + 19.995
35      14      987.807         1027.247         + 39.440
35      15      991.955         1013.691         + 21.736
35      16      990.770         1009.905         + 19.135
35      17      973.740          994.766         + 21.026
35      18     1000.627         1017.455         + 16.828
35      19      989.669         1031.584         + 41.915
35      20      981.144         1011.948         + 30.804
35      21      995.905         1035.033         + 39.128
35      22      972.541         1005.281         + 32.740
35      23      978.658          993.676         + 15.018
35      24      978.799          996.331         + 17.532
35      25     1004.203         1042.263         + 38.060
35      26      977.188          994.076         + 16.888
35      27      988.508         1019.185         + 30.677
35      28      987.569         1025.500         + 37.931
35      29      982.348         1014.086         + 31.738
35      30      977.582         1011.916         + 34.334
35      31      988.607         1024.941         + 36.334
35      32      974.270         1002.550         + 28.280
35      33      988.734         1014.545         + 25.811
35      34      988.804         1015.651         + 26.847
35      35      993.816         1030.859         + 37.043
35      36      998.125         1043.875         + 45.750
35      37      993.007         1050.000         + 56.993
35      38      994.513         1032.431         + 37.918
35      39      989.059         1050.000         + 60.941
36      00      956.663          984.680         + 28.017
36      01      969.082         1003.897         + 34.815
36      02      988.382         1024.965         + 36.583
36      03      964.438          982.067         + 17.629
36      04      969.342         1002.579         + 33.237
36      05      965.230          992.858         + 27.628
36      06      988.003         1026.437         + 38.434
36      07      968.074         1017.447         + 49.373
36      08      983.944         1020.090         + 36.146
36      09      982.788         1016.254         + 33.466
36      10      972.298          989.471         + 17.173
36      11      991.289         1029.258         + 37.969
36      12      922.252          954.580         + 32.328
36      13      995.214         1029.811         + 34.597
36      14      984.662         1021.655         + 36.993
36      15      967.492          979.653         + 12.161
36      16      989.201         1020.716         + 31.515
36      17     1020.092         1050.000         + 29.908
36      18      969.815          987.771         + 17.956
36      19      984.716         1011.718         + 27.002
36      20      995.214         1030.133         + 34.919
36      21      969.130          997.905         + 28.775
36      22      990.483         1005.853         + 15.370
36      23      995.920         1029.766         + 33.846
36      24      971.898          990.409         + 18.511
36      25      978.967         1018.072         + 39.105
36      26      967.585          977.762         + 10.177
36      27      982.748         1028.921         + 46.173
36      28      964.505          996.391         + 31.886
36      29      990.297         1033.504         + 43.207
36      30      975.926         1003.750         + 27.824
36      31      986.873         1018.445         + 31.572
36      32      994.320         1033.210         + 38.890
36      33      981.883         1014.294         + 32.411
36      34      973.727         1003.227         + 29.500
36      35     1014.584         1050.000         + 35.416
36      36      982.268         1013.905         + 31.637
36      37      980.579         1018.810         + 38.231
36      38      909.434          963.104         + 53.670
36      39      987.012         1027.089         + 40.077
37      00      972.626         1012.660         + 40.034
37      01      989.926         1025.830         + 35.904
37      02      975.613         1006.599         + 30.986
37      03      993.315         1018.372         + 25.057
37      04      987.388         1025.850         + 38.462
37      05      985.906         1012.517         + 26.611
37      06      993.477         1035.463         + 41.986
37      07      982.428         1028.437         + 46.009
37      08      973.139          997.020         + 23.881
37      09      987.905         1028.923         + 41.018
37      10      942.538          973.351         + 30.813
37      11     1021.370         1050.000         + 28.630
