# index    column     row     hvBot
557       26         2          950.00  
558       26         1          950.00  
559       26         0          950.00  
560       25         39         950.00  
561       25         38         950.00  
562       25         37         950.00  
563       25         36         950.00  
564       25         35         950.00  
565       25         34         950.00  
566       25         33         950.00  
567       25         32         950.00  
568       25         31         950.00  
569       25         30         950.00  
570       25         29         950.00  
571       25         28         950.00  
572       25         27         950.00  
573       25         26         950.00  
574       25         25         950.00  
575       25         24         950.00  
576       25         23         950.00  
577       25         22         950.00  
578       25         21         950.00  
579       25         20         950.00  
580       25         19         950.00  
581       25         18         950.00  
582       25         17         950.00  
583       25         16         950.00  
584       25         15         950.00  
585       25         14         950.00  
586       25         13         950.00  
587       25         12         950.00  
588       25         11         950.00  
589       25         10         950.00  
590       25         9          950.00  
591       25         8          950.00  
592       25         7          950.00  
593       25         6          950.00  
594       25         5          950.00  
595       25         4          950.00  
596       25         3          950.00  
597       25         2          950.00  
598       25         1          950.00  
599       25         0          950.00  
600       24         39         950.00  
601       24         38         950.00  
602       24         37         950.00  
603       24         36         950.00  
604       24         35         950.00  
605       24         34         950.00  
606       24         33         950.00  
607       24         32         950.00  
608       24         31         950.00  
609       24         30         950.00  
610       24         29         950.00  
611       24         28         950.00  
612       24         27         950.00  
613       24         26         950.00  
614       24         25         950.00  
615       24         24         950.00  
616       24         23         950.00  
617       24         22         950.00  
618       24         21         950.00  
619       24         20         950.00  
620       24         19         950.00  
621       24         18         950.00  
622       24         17         950.00  
623       24         16         950.00  
624       24         15         950.00  
625       24         14         950.00  
626       24         13         950.00  
627       24         12         950.00  
628       24         11         950.00  
629       24         10         950.00  
630       24         9          950.00  
631       24         8          950.00  
632       24         7          950.00  
633       24         6          950.00  
634       24         5          950.00  
635       24         4          950.00  
636       24         3          950.00  
637       24         2          950.00  
638       24         1          950.00  
639       24         0          950.00  
640       23         39         950.00  
641       23         38         950.00  
642       23         37         950.00  
643       23         36         950.00  
644       23         35         950.00  
645       23         34         950.00  
646       23         33         950.00  
647       23         32         950.00  
648       23         31         950.00  
649       23         30         950.00  
650       23         29         950.00  
651       23         28         950.00  
652       23         27         950.00  
653       23         26         950.00  
654       23         25         950.00  
655       23         24         950.00  
656       23         23         950.00  
657       23         22         950.00  
658       23         21         950.00  
659       23         20         950.00  
660       23         19         950.00  
661       23         18         950.00  
662       23         17         950.00  
663       23         16         950.00  
664       23         15         950.00  
665       23         14         950.00  
666       23         13         950.00  
667       23         12         950.00  
668       23         11         950.00  
669       23         10         950.00  
670       23         9          950.00  
671       23         8          950.00  
672       23         7          950.00  
673       23         6          950.00  
674       23         5          950.00  
675       23         4          950.00  
676       23         3          950.00  
677       23         2          950.00  
678       23         1          950.00  
679       23         0          950.00  
680       22         39         950.00  
681       22         38         950.00  
682       22         37         950.00  
683       22         36         950.00  
684       22         35         950.00  
685       22         34         950.00  
686       22         33         950.00  
687       22         32         950.00  
688       22         31         950.00  
689       22         30         950.00  
690       22         29         950.00  
691       22         28         950.00  
692       22         27         950.00  
693       22         26         950.00  
694       22         25         950.00  
695       22         24         950.00  
696       22         23         950.00  
697       22         22         950.00  
698       22         21         950.00  
699       22         20         950.00  
700       22         19         950.00  
701       22         18         950.00  
702       22         17         950.00  
703       22         16         950.00  
704       22         15         950.00  
705       22         14         950.00  
706       22         13         950.00  
707       22         12         950.00  
708       22         11         950.00  
709       22         10         950.00  
710       22         9          950.00  
711       22         8          950.00  
712       22         7          950.00  
713       22         6          950.00  
714       22         5          950.00  
715       22         4          950.00  
716       22         3          950.00  
717       22         2          950.00  
718       22         1          950.00  
719       22         0          950.00  
720       21         39         950.00  
721       21         38         950.00  
722       21         37         950.00  
723       21         36         950.00  
724       21         35         950.00  
725       21         34         950.00  
726       21         33         950.00  
727       21         32         950.00  
728       21         31         950.00  
729       21         30         950.00  
730       21         29         950.00  
731       21         28         950.00  
732       21         27         950.00  
733       21         26         950.00  
734       21         25         950.00  
735       21         24         950.00  
736       21         23         950.00  
737       21         22         950.00  
738       21         21         950.00  
739       21         20         950.00  
740       21         19         950.00  
741       21         18         950.00  
742       21         17         950.00  
743       21         16         950.00  
744       21         15         950.00  
745       21         14         950.00  
746       21         13         950.00  
747       21         12         950.00  
748       21         11         950.00  
749       21         10         950.00  
750       21         9          950.00  
751       21         8          950.00  
752       21         7          950.00  
753       21         6          950.00  
754       21         5          950.00  
755       21         4          950.00  
756       21         3          950.00  
757       21         2          950.00  
758       21         1          950.00  
759       21         0          950.00  
760       20         39         950.00  
761       20         38         950.00  
762       20         37         950.00  
763       20         36         950.00  
764       20         35         950.00  
765       20         34         950.00  
766       20         33         950.00  
767       20         32         950.00  
768       20         31         950.00  
769       20         30         950.00  
770       20         29         950.00  
771       20         28         950.00  
772       20         27         950.00  
773       20         26         950.00  
774       20         25         950.00  
775       20         24         950.00  
776       20         23         950.00  
777       20         22         950.00  
778       20         21         950.00  
779       20         20         950.00  
780       20         19         950.00  
781       20         18         950.00  
782       20         17         950.00  
783       20         16         950.00  
784       20         15         950.00  
785       20         14         950.00  
786       20         13         950.00  
787       20         12         950.00  
788       20         11         950.00  
789       20         10         950.00  
790       20         9          950.00  
791       20         8          950.00  
792       20         7          950.00  
793       20         6          950.00  
794       20         5          950.00  
795       20         4          950.00  
796       20         3          950.00  
797       20         2          950.00  
798       20         1          950.00  
799       20         0          950.00  
800       19         39         950.00  
801       19         38         950.00  
802       19         37         950.00  
803       19         36         950.00  
804       19         35         950.00  
805       19         34         950.00  
806       19         33         950.00  
807       19         32         950.00  
808       19         31         950.00  
809       19         30         950.00  
810       19         29         950.00  
811       19         28         950.00  
812       19         27         950.00  
813       19         26         950.00  
814       19         25         950.00  
815       19         24         950.00  
816       19         23         950.00  
817       19         22         950.00  
818       19         21         950.00  
819       19         20         950.00  
820       19         19         950.00  
821       19         18         950.00  
822       19         17         950.00  
823       19         16         950.00  
824       19         15         950.00  
825       19         14         950.00  
826       19         13         950.00  
827       19         12         950.00  
828       19         11         950.00  
829       19         10         950.00  
830       19         9          950.00  
831       19         8          950.00  
832       19         7          950.00  
833       19         6          950.00  
834       19         5          950.00  
835       19         4          950.00  
836       19         3          950.00  
837       19         2          950.00  
838       19         1          950.00  
839       19         0          950.00  
840       18         39         950.00  
841       18         38         950.00  
842       18         37         950.00  
843       18         36         950.00  
844       18         35         950.00  
845       18         34         950.00  
846       18         33         950.00  
847       18         32         950.00  
848       18         31         950.00  
849       18         30         950.00  
850       18         29         950.00  
851       18         28         950.00  
852       18         27         950.00  
853       18         26         950.00  
854       18         25         950.00  
855       18         24         950.00  
856       18         23         950.00  
857       18         22         950.00  
858       18         21         950.00  
859       18         20         950.00  
860       18         19         950.00  
861       18         18         950.00  
862       18         17         950.00  
863       18         16         950.00  
864       18         15         950.00  
865       18         14         950.00  
866       18         13         950.00  
867       18         12         950.00  
868       18         11         950.00  
869       18         10         950.00  
870       18         9          950.00  
871       18         8          950.00  
872       18         7          950.00  
873       18         6          950.00  
874       18         5          950.00  
875       18         4          950.00  
876       18         3          950.00  
877       18         2          950.00  
878       18         1          950.00  
879       18         0          950.00  
880       17         39         950.00  
881       17         38         950.00  
882       17         37         950.00  
883       17         36         950.00  
884       17         35         950.00  
885       17         34         950.00  
886       17         33         950.00  
887       17         32         950.00  
888       17         31         950.00  
889       17         30         950.00  
890       17         29         950.00  
891       17         28         950.00  
892       17         27         950.00  
893       17         26         950.00  
894       17         25         950.00  
895       17         24         950.00  
896       17         23         950.00  
897       17         22         950.00  
898       17         21         950.00  
899       17         20         950.00  
900       17         19         950.00  
901       17         18         950.00  
902       17         17         950.00  
903       17         16         950.00  
904       17         15         950.00  
905       17         14         950.00  
906       17         13         950.00  
907       17         12         950.00  
908       17         11         950.00  
909       17         10         950.00  
910       17         9          950.00  
911       17         8          950.00  
912       17         7          950.00  
913       17         6          950.00  
914       17         5          950.00  
915       17         4          950.00  
916       17         3          950.00  
917       17         2          950.00  
918       17         1          950.00  
919       17         0          950.00  
920       16         39         950.00  
921       16         38         950.00  
922       16         37         950.00  
923       16         36         950.00  
924       16         35         950.00  
925       16         34         950.00  
926       16         33         950.00  
927       16         32         950.00  
928       16         31         950.00  
929       16         30         950.00  
930       16         29         950.00  
931       16         28         950.00  
932       16         27         950.00  
933       16         26         950.00  
934       16         25         950.00  
935       16         24         950.00  
936       16         23         950.00  
937       16         22         950.00  
938       16         21         950.00  
939       16         20         950.00  
940       16         19         950.00  
941       16         18         950.00  
942       16         17         950.00  
943       16         16         950.00  
944       16         15         950.00  
945       16         14         950.00  
946       16         13         950.00  
947       16         12         950.00  
948       16         11         950.00  
949       16         10         950.00  
950       16         9          950.00  
951       16         8          950.00  
952       16         7          950.00  
953       16         6          950.00  
954       16         5          950.00  
955       16         4          950.00  
956       16         3          950.00  
957       16         2          950.00  
958       16         1          950.00  
959       16         0          950.00  
960       15         39         950.00  
961       15         38         950.00  
962       15         37         950.00  
963       15         36         950.00  
964       15         35         950.00  
965       15         34         950.00  
966       15         33         950.00  
967       15         32         950.00  
968       15         31         950.00  
969       15         30         950.00  
970       15         29         950.00  
971       15         28         950.00  
972       15         27         950.00  
973       15         26         950.00  
974       15         25         950.00  
975       15         24         950.00  
976       15         23         950.00  
977       15         22         950.00  
978       15         21         950.00  
979       15         20         950.00  
980       15         19         950.00  
981       15         18         950.00  
982       15         17         950.00  
983       15         16         950.00  
984       15         15         950.00  
985       15         14         950.00  
986       15         13         950.00  
987       15         12         950.00  
988       15         11         950.00  
989       15         10         950.00  
990       15         9          950.00  
991       15         8          950.00  
992       15         7          950.00  
993       15         6          950.00  
994       15         5          950.00  
995       15         4          950.00  
996       15         3          950.00  
997       15         2          950.00  
998       15         1          950.00  
999       15         0          950.00  
1000      14         39         950.00  
1001      14         38         950.00  
1002      14         37         950.00  
1003      14         36         950.00  
1004      14         35         950.00  
1005      14         34         950.00  
1006      14         33         950.00  
1007      14         32         950.00  
1008      14         31         950.00  
1009      14         30         950.00  
1010      14         29         950.00  
1011      14         28         950.00  
1012      14         27         950.00  
1013      14         26         950.00  
1014      14         25         950.00  
1015      14         24         950.00  
1016      14         23         950.00  
1017      14         22         950.00  
1018      14         21         950.00  
1019      14         20         950.00  
1020      14         19         950.00  
1021      14         18         950.00  
1022      14         17         950.00  
1023      14         16         950.00  
1024      14         15         950.00  
1025      14         14         950.00  
1026      14         13         950.00  
1027      14         12         950.00  
1028      14         11         950.00  
1029      14         10         950.00  
1030      14         9          950.00  
1031      14         8          950.00  
1032      14         7          950.00  
1033      14         6          950.00  
1034      14         5          950.00  
1035      14         4          950.00  
1036      14         3          950.00  
1037      14         2          950.00  
1038      14         1          950.00  
1039      14         0          950.00  
1040      13         39         950.00  
1041      13         38         950.00  
1042      13         37         950.00  
1043      13         36         950.00  
1044      13         35         950.00  
1045      13         34         950.00  
1046      13         33         950.00  
1047      13         32         950.00  
1048      13         31         950.00  
1049      13         30         950.00  
1050      13         29         950.00  
1051      13         28         950.00  
1052      13         27         950.00  
1053      13         26         950.00  
1054      13         25         950.00  
1055      13         24         950.00  
1056      13         23         950.00  
1057      13         22         950.00  
1058      13         21         950.00  
1059      13         20         950.00  
1060      13         19         950.00  
1061      13         18         950.00  
1062      13         17         950.00  
1063      13         16         950.00  
1064      13         15         950.00  
1065      13         14         950.00  
1066      13         13         950.00  
1067      13         12         950.00  
1068      13         11         950.00  
1069      13         10         950.00  
1070      13         9          950.00  
1071      13         8          950.00  
1072      13         7          950.00  
1073      13         6          950.00  
1074      13         5          950.00  
1075      13         4          950.00  
1076      13         3          950.00  
1077      13         2          950.00  
1078      13         1          950.00  
1079      13         0          950.00  
1080      12         39         950.00  
1081      12         38         950.00  
1082      12         37         950.00  
1083      12         36         950.00  
1084      12         35         950.00  
1085      12         34         950.00  
1086      12         33         950.00  
1087      12         32         950.00  
1088      12         31         950.00  
1089      12         30         950.00  
1090      12         29         950.00  
1091      12         28         950.00  
1092      12         27         950.00  
1093      12         26         950.00  
1094      12         25         950.00  
1095      12         24         950.00  
1096      12         23         950.00  
1097      12         22         950.00  
1098      12         21         950.00  
1099      12         20         950.00  
1100      12         19         950.00  
1101      12         18         950.00  
1102      12         17         950.00  
1103      12         16         950.00  
1104      12         15         950.00  
1105      12         14         950.00  
1106      12         13         950.00  
1107      12         12         950.00  
1108      12         11         950.00  
1109      12         10         950.00  
1110      12         9          950.00  
1111      12         8          950.00  
1112      12         7          950.00  
1113      12         6          950.00  
1114      12         5          950.00  
1115      12         4          950.00  
1116      12         3          950.00  
1117      12         2          950.00  
1118      12         1          950.00  
1119      12         0          950.00  
1120      11         39         950.00  
1121      11         38         950.00  
1122      11         37         950.00  
1123      11         36         950.00  
1124      11         35         950.00  
1125      11         34         950.00  
1126      11         33         950.00  
1127      11         32         950.00  
1128      11         31         950.00  
1129      11         30         950.00  
1130      11         29         950.00  
1131      11         28         950.00  
1132      11         27         950.00  
1133      11         26         950.00  
1134      11         25         950.00  
1135      11         24         950.00  
1136      11         23         950.00  
1137      11         22         950.00  
1138      11         21         950.00  
1139      11         20         950.00  
1140      11         19         950.00  
1141      11         18         950.00  
1142      11         17         950.00  
1143      11         16         950.00  
1144      11         15         950.00  
1145      11         14         950.00  
1146      11         13         950.00  
1147      11         12         950.00  
1148      11         11         950.00  
1149      11         10         950.00  
1150      11         9          950.00  
1151      11         8          950.00  
1152      11         7          950.00  
1153      11         6          950.00  
1154      11         5          950.00  
1155      11         4          950.00  
1156      11         3          950.00  
1157      11         2          950.00  
1158      11         1          950.00  
1159      11         0          950.00  
1160      10         39         950.00  
1161      10         38         950.00  
1162      10         37         950.00  
1163      10         36         950.00  
1164      10         35         950.00  
1165      10         34         950.00  
1166      10         33         950.00  
1167      10         32         950.00  
1168      10         31         950.00  
1169      10         30         950.00  
1170      10         29         950.00  
1171      10         28         950.00  
1172      10         27         950.00  
1173      10         26         950.00  
1174      10         25         950.00  
1175      10         24         950.00  
1176      10         23         950.00  
1177      10         22         950.00  
1178      10         21         950.00  
1179      10         20         950.00  
1180      10         19         950.00  
1181      10         18         950.00  
1182      10         17         950.00  
1183      10         16         950.00  
1184      10         15         950.00  
1185      10         14         950.00  
1186      10         13         950.00  
1187      10         12         950.00  
1188      10         11         950.00  
1189      10         10         950.00  
1190      10         9          950.00  
1191      10         8          950.00  
1192      10         7          950.00  
1193      10         6          950.00  
1194      10         5          950.00  
1195      10         4          950.00  
1196      10         3          950.00  
1197      10         2          950.00  
1198      10         1          950.00  
1199      10         0          950.00  
1200      9          39         950.00  
1201      9          38         950.00  
1202      9          37         950.00  
1203      9          36         950.00  
1204      9          35         950.00  
1205      9          34         950.00  
1206      9          33         950.00  
1207      9          32         950.00  
1208      9          31         950.00  
1209      9          30         950.00  
1210      9          29         950.00  
1211      9          28         950.00  
1212      9          27         950.00  
1213      9          26         950.00  
1214      9          25         950.00  
1215      9          24         950.00  
1216      9          23         950.00  
1217      9          22         950.00  
1218      9          21         950.00  
1219      9          20         950.00  
1220      9          19         950.00  
1221      9          18         950.00  
1222      9          17         950.00  
1223      9          16         950.00  
1224      9          15         950.00  
1225      9          14         950.00  
1226      9          13         950.00  
1227      9          12         950.00  
1228      9          11         950.00  
1229      9          10         950.00  
1230      9          9          950.00  
1231      9          8          950.00  
1232      9          7          950.00  
1233      9          6          950.00  
1234      9          5          950.00  
1235      9          4          950.00  
1236      9          3          950.00  
1237      9          2          950.00  
1238      9          1          950.00  
1239      9          0          950.00  
1240      8          39         950.00  
1241      8          38         950.00  
1242      8          37         950.00  
1243      8          36         950.00  
1244      8          35         950.00  
1245      8          34         950.00  
