column  row  current_HV_Setting  new_HV_Setting  Voltage_change
16      18     1040.000          901.939         -138.061
16      19     1040.000          864.393         -175.607
16      20     1040.000          842.351         -197.649
16      21     1040.000          900.720         -139.280
16      22     1040.000          884.637         -155.363
16      23     1040.000          938.591         -101.409
16      24     1040.000          928.015         -111.985
16      25     1040.000          960.770         - 79.230
16      26     1040.000          957.330         - 82.670
16      27     1040.000          930.815         -109.185
16      28     1040.000          915.400         -124.600
16      29     1040.000          957.708         - 82.292
16      30     1040.000         1050.000         + 10.000
16      31     1040.000         1050.000         + 10.000
16      32     1040.000         1041.012         +  1.012
16      33     1040.000         1046.089         +  6.089
16      34     1040.000         1025.185         - 14.815
16      35     1040.000         1031.830         -  8.170
16      36     1040.000         1028.401         - 11.599
16      37     1040.000         1050.000         + 10.000
16      38     1040.000         1032.605         -  7.395
16      39     1040.000         1021.352         - 18.648
17      00     1040.000          998.340         - 41.660
17      01     1040.000         1028.754         - 11.246
17      02     1040.000         1028.769         - 11.231
17      03     1040.000         1006.011         - 33.989
17      04     1040.000         1025.271         - 14.729
17      05     1040.000         1027.581         - 12.419
17      06     1040.000         1026.218         - 13.782
17      07     1040.000         1031.694         -  8.306
17      08     1040.000         1026.189         - 13.811
17      09     1040.000         1001.027         - 38.973
17      10     1040.000          842.982         -197.018
17      11     1040.000          939.310         -100.690
17      12     1040.000          939.264         -100.736
17      13     1040.000          883.418         -156.582
17      14     1040.000          961.449         - 78.551
17      15     1040.000          889.070         -150.930
17      16     1040.000          902.459         -137.541
17      17     1040.000          907.626         -132.374
17      18     1040.000          847.522         -192.478
17      19     1040.000          863.701         -176.299
17      20     1040.000          901.939         -138.061
17      21     1040.000          939.271         -100.729
17      22     1040.000          903.118         -136.882
17      23     1040.000          895.191         -144.809
17      24     1040.000          850.049         -189.951
17      25     1040.000          902.840         -137.160
17      26     1040.000          901.939         -138.061
17      27     1040.000          857.322         -182.678
17      28     1040.000          927.011         -112.989
17      29     1040.000          881.198         -158.802
17      30     1040.000         1050.000         + 10.000
17      31     1040.000         1033.002         -  6.998
17      32     1040.000         1049.866         +  9.866
