// index column row  mean  error sigma   chi2/ndf width  status
 422   29   17 123.564    0.165   40.000   2285.408    93.200   FAILED
 423   29   16 123.579    0.133   40.000   3786.363    93.200   FAILED
 424   29   15 123.569    0.051   40.000   29587.948    93.200   FAILED
 425   29   14 123.547    0.127   40.000   4437.321    93.200   FAILED
 426   29   13 123.143    0.290   40.000   715.713    93.200   FAILED
 427   29   12 123.475    0.154   40.000   2656.613    93.200   FAILED
 428   29   11 123.059    0.017   40.000   266235.596    93.200   FAILED
 429   29   10 123.038    0.041   40.000   44310.855    93.200   FAILED
 430   29    9 123.010    0.027   40.000   109308.397    93.200   FAILED
 431   29    8 123.033    0.060   40.000   21131.589    93.200   FAILED
 432   29    7 123.098    0.207   40.000   1405.831    93.200   FAILED
 433   29    6 123.101    0.081   40.000   11499.297    93.200   FAILED
 434   29    5 123.056    0.059   40.000   21582.898    93.200   FAILED
 435   29    4   3.084   167.244   30.000   -0.000    69.900   FAILED
 436   29    3 123.036    0.061   40.000   20078.034    93.200   FAILED
 437   29    2 123.027    0.029   40.000   90124.997    93.200   FAILED
 438   29    1 122.889    0.184   40.000   1840.345    93.200   FAILED
 439   29    0 122.991    0.248   40.000   950.529    93.200   FAILED
 440   28   39 124.785    1.452   40.000    8.978    93.200   FAILED
 441   28   38 124.395    0.342   40.000   355.751    93.200   FAILED
 442   28   37 125.344    1.456   40.000    8.062    93.200   FAILED
 443   28   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 444   28   35 124.667    1.454   40.000   10.271    93.200   FAILED
 445   28   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 446   28   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 447   28   32 126.415    1.456   40.000    7.892    93.200   FAILED
 448   28   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 449   28   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 450   28   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 451   28   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 452   28   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 453   28   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 454   28   25 123.069    1.026   40.000   32.262    93.200   FAILED
 455   28   24 124.140    0.290   40.000   471.069    93.200   FAILED
 456   28   23 123.876    0.593   40.000   102.688    93.200   FAILED
 457   28   22 123.986    0.402   40.000   244.757    93.200   FAILED
 458   28   21 124.339    0.549   40.000   123.826    93.200   FAILED
 459   28   20 123.923    0.352   40.000   315.075    93.200   FAILED
 460   28   19 123.750    0.214   40.000   986.317    93.200   FAILED
 461   28   18 123.715    0.201   40.000   1554.902    93.200   FAILED
 462   28   17 123.781    0.172   40.000   1610.428    93.200   FAILED
 463   28   16 123.477    0.185   40.000   1842.576    93.200   FAILED
 464   28   15 123.519    0.128   40.000   4192.140    93.200   FAILED
 465   28   14 123.581    0.105   40.000   6625.263    93.200   FAILED
 466   28   13 123.635    0.082   40.000   11387.374    93.200   FAILED
 467   28   12 123.070    0.021   40.000   169169.856    93.200   FAILED
 468   28   11 123.071    0.014   40.000   393914.336    93.200   FAILED
 469   28   10 123.083    0.028   40.000   102132.688    93.200   FAILED
 470   28    9 123.030    0.080   40.000   11783.092    93.200   FAILED
 471   28    8 122.991    0.131   40.000   3953.439    93.200   FAILED
 472   28    7 123.100    0.077   40.000   12654.798    93.200   FAILED
 473   28    6 123.136    0.107   40.000   6368.747    93.200   FAILED
 474   28    5 123.060    0.035   40.000   64713.779    93.200   FAILED
 475   28    4 123.067    0.032   40.000   73123.427    93.200   FAILED
 476   28    3 123.046    0.053   40.000   27256.533    93.200   FAILED
 477   28    2 123.030    0.054   40.000   25990.388    93.200   FAILED
 478   28    1 123.202    0.091   40.000   9193.739    93.200   FAILED
 479   28    0 123.094    0.038   40.000   53247.199    93.200   FAILED
 480   27   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 481   27   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 482   27   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 483   27   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 484   27   35   3.084   167.244   30.000   -0.000    69.900   FAILED
 485   27   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 486   27   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 487   27   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 488   27   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 489   27   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 490   27   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 491   27   28 124.161    1.452   40.000    8.880    93.200   FAILED
 492   27   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 493   27   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 494   27   25   3.084   167.244   30.000   -0.000    69.900   FAILED
 495   27   24 123.785    0.245   40.000   715.075    93.200   FAILED
 496   27   23 122.907    1.029   40.000   34.830    93.200   FAILED
 497   27   22 124.093    0.284   40.000   558.290    93.200   FAILED
 498   27   21   3.084   167.244   30.000   -0.000    69.900   FAILED
 499   27   20 123.969    0.309   40.000   447.837    93.200   FAILED
 500   27   19 123.792    0.148   40.000   2258.387    93.200   FAILED
 501   27   18 123.647    0.342   40.000   453.243    93.200   FAILED
 502   27   17 123.661    0.089   40.000   9722.826    93.200   FAILED
 503   27   16 123.746    0.159   40.000   1892.947    93.200   FAILED
 504   27   15 123.546    0.265   40.000   817.052    93.200   FAILED
 505   27   14 123.595    0.088   40.000   9854.320    93.200   FAILED
 506   27   13 123.110    0.022   40.000   157391.542    93.200   FAILED
 507   27   12 123.107    0.020   40.000   187199.833    93.200   FAILED
 508   27   11 123.083    0.016   40.000   316379.051    93.200   FAILED
 509   27   10 123.080    0.014   40.000   400494.801    93.200   FAILED
 510   27    9 123.032    0.051   40.000   29095.898    93.200   FAILED
 511   27    8 123.129    0.107   40.000   6498.538    93.200   FAILED
 512   27    7 123.076    0.190   40.000   1740.326    93.200   FAILED
 513   27    6 122.916    0.179   40.000   1966.121    93.200   FAILED
 514   27    5 123.067    0.235   40.000   1051.744    93.200   FAILED
 515   27    4 123.052    0.070   40.000   15341.564    93.200   FAILED
 516   27    3 123.017    0.117   40.000   5228.300    93.200   FAILED
 517   27    2   3.084   167.244   30.000   -0.000    69.900   FAILED
 518   27    1 123.183    0.082   40.000   11136.123    93.200   FAILED
 519   27    0 123.121    0.223   40.000   1147.306    93.200   FAILED
 520   26   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 521   26   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 522   26   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 523   26   36 123.414    1.453   40.000    8.859    93.200   FAILED
 524   26   35   3.084   167.244   30.000   -0.000    69.900   FAILED
 525   26   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 526   26   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 527   26   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 528   26   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 529   26   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 530   26   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 531   26   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 532   26   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 533   26   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 534   26   25   3.084   167.244   30.000   -0.000    69.900   FAILED
 535   26   24 123.718    0.232   40.000   851.695    93.200   FAILED
 536   26   23   3.084   167.244   30.000   -0.000    69.900   FAILED
 537   26   22 124.299    0.403   40.000   239.207    93.200   FAILED
 538   26   21 123.889    0.170   40.000   1695.193    93.200   FAILED
 539   26   20 124.217    0.438   40.000   214.962    93.200   FAILED
 540   26   19 123.569    0.333   40.000   511.790    93.200   FAILED
 541   26   18 124.090    0.242   40.000   785.325    93.200   FAILED
 542   26   17 123.569    0.154   40.000   2791.032    93.200   FAILED
 543   26   16 123.601    0.137   40.000   3567.494    93.200   FAILED
 544   26   15 123.773    0.141   40.000   2464.026    93.200   FAILED
 545   26   14 123.147    0.017   40.000   260765.174    93.200   FAILED
 546   26   13 123.134    0.036   40.000   60655.922    93.200   FAILED
 547   26   12 123.144    0.029   40.000   90874.453    93.200   FAILED
 548   26   11 123.127    0.029   40.000   90397.380    93.200   FAILED
 549   26   10 123.129    0.019   40.000   212190.546    93.200   FAILED
 550   26    9 123.052    0.066   40.000   17144.628    93.200   FAILED
 551   26    8 123.113    0.072   40.000   14629.149    93.200   FAILED
 552   26    7   3.084   167.244   30.000   -0.000    69.900   FAILED
 553   26    6 123.111    0.045   40.000   38476.197    93.200   FAILED
 554   26    5 123.144    0.057   40.000   22857.583    93.200   FAILED
 555   26    4 123.096    0.029   40.000   94035.582    93.200   FAILED
 556   26    3 123.182    0.100   40.000   7518.378    93.200   FAILED
 557   26    2 123.158    0.044   40.000   39662.382    93.200   FAILED
 558   26    1 123.154    0.068   40.000   16761.540    93.200   FAILED
 559   26    0 123.104    0.021   40.000   174754.997    93.200   FAILED
 560   25   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 561   25   38 124.791    1.028   40.000   25.448    93.200   FAILED
 562   25   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 563   25   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 564   25   35 125.536    1.451   40.000    8.226    93.200   FAILED
 565   25   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 566   25   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 567   25   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 568   25   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 569   25   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 570   25   29 125.070    1.457   40.000    6.207    93.200   FAILED
 571   25   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 572   25   27 123.029    1.459   40.000   11.367    93.200   FAILED
 573   25   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 574   25   25   3.084   167.244   30.000   -0.000    69.900   FAILED
 575   25   24   3.084   167.244   30.000   -0.000    69.900   FAILED
 576   25   23 123.885    0.269   40.000   566.762    93.200   FAILED
 577   25   22 123.486    0.514   40.000   188.578    93.200   FAILED
 578   25   21 124.532    0.483   40.000   159.981    93.200   FAILED
 579   25   20 124.450    0.484   40.000   155.045    93.200   FAILED
 580   25   19 123.846    0.309   40.000   435.172    93.200   FAILED
 581   25   18 123.840    0.224   40.000   867.639    93.200   FAILED
 582   25   17 123.467    0.146   40.000   3065.471    93.200   FAILED
 583   25   16 123.676    0.137   40.000   3609.675    93.200   FAILED
 584   25   15 123.238    0.032   40.000   73876.245    93.200   FAILED
 585   25   14 123.186    0.033   40.000   71867.011    93.200   FAILED
 586   25   13 123.135    0.038   40.000   52123.592    93.200   FAILED
 587   25   12 123.189    0.037   40.000   55279.275    93.200   FAILED
 588   25   11 123.163    0.028   40.000   101145.650    93.200   FAILED
 589   25   10 123.155    0.018   40.000   238307.025    93.200   FAILED
 590   25    9 123.148    0.079   40.000   12051.882    93.200   FAILED
 591   25    8 123.210    0.211   40.000   1376.703    93.200   FAILED
 592   25    7 123.199    0.111   40.000   5753.289    93.200   FAILED
 593   25    6 123.221    0.079   40.000   12088.596    93.200   FAILED
 594   25    5 123.159    0.124   40.000   4429.025    93.200   FAILED
 595   25    4 123.180    0.029   40.000   91073.774    93.200   FAILED
 596   25    3 123.066    0.071   40.000   15084.617    93.200   FAILED
 597   25    2 123.105    0.041   40.000   45157.600    93.200   FAILED
 598   25    1 123.333    0.116   40.000   5413.361    93.200   FAILED
 599   25    0 123.160    0.073   40.000   13957.823    93.200   FAILED
 600   24   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 601   24   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 602   24   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 603   24   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 604   24   35   3.084   167.244   30.000   -0.000    69.900   FAILED
 605   24   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 606   24   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 607   24   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 608   24   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 609   24   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 610   24   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 611   24   28 124.693    1.451   40.000    9.269    93.200   FAILED
 612   24   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 613   24   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 614   24   25 124.284    1.026   40.000   26.068    93.200   FAILED
 615   24   24   3.084   167.244   30.000   -0.000    69.900   FAILED
 616   24   23   3.084   167.244   30.000   -0.000    69.900   FAILED
 617   24   22 124.018    0.285   40.000   545.667    93.200   FAILED
 618   24   21 124.196    0.592   40.000   106.069    93.200   FAILED
 619   24   20 124.294    0.549   40.000   111.407    93.200   FAILED
 620   24   19 123.612    0.238   40.000   1119.882    93.200   FAILED
 621   24   18 123.831    0.223   40.000   895.179    93.200   FAILED
 622   24   17 123.620    0.170   40.000   2256.529    93.200   FAILED
 623   24   16 123.238    0.028   40.000   96544.391    93.200   FAILED
 624   24   15 123.238    0.045   40.000   37367.583    93.200   FAILED
 625   24   14 123.223    0.023   40.000   143978.199    93.200   FAILED
 626   24   13 123.217    0.047   40.000   34460.159    93.200   FAILED
 627   24   12 123.202    0.037   40.000   56992.545    93.200   FAILED
 628   24   11 123.186    0.031   40.000   80636.983    93.200   FAILED
 629   24   10 123.184    0.027   40.000   106830.629    93.200   FAILED
 630   24    9 123.107    0.123   40.000   4722.257    93.200   FAILED
 631   24    8   3.084   167.244   30.000   -0.000    69.900   FAILED
 632   24    7 123.149    0.146   40.000   3061.540    93.200   FAILED
 633   24    6 123.234    0.190   40.000   1707.577    93.200   FAILED
 634   24    5 123.174    0.090   40.000   9386.272    93.200   FAILED
 635   24    4 123.183    0.045   40.000   36854.965    93.200   FAILED
 636   24    3 123.180    0.177   40.000   1995.784    93.200   FAILED
 637   24    2   3.084   167.244   30.000   -0.000    69.900   FAILED
 638   24    1 123.102    0.094   40.000   8397.270    93.200   FAILED
 639   24    0 123.212    0.231   40.000   1150.002    93.200   FAILED
 640   23   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 641   23   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 642   23   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 643   23   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 644   23   35 124.276    1.456   40.000    7.438    93.200   FAILED
 645   23   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 646   23   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 647   23   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 648   23   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 649   23   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 650   23   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 651   23   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 652   23   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 653   23   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 654   23   25   3.084   167.244   30.000   -0.000    69.900   FAILED
 655   23   24   3.084   167.244   30.000   -0.000    69.900   FAILED
 656   23   23   3.084   167.244   30.000   -0.000    69.900   FAILED
 657   23   22   3.084   167.244   30.000   -0.000    69.900   FAILED
 658   23   21 123.889    0.363   40.000   294.131    93.200   FAILED
 659   23   20 124.282    0.324   40.000   418.220    93.200   FAILED
 660   23   19 123.676    0.122   40.000   4831.916    93.200   FAILED
 661   23   18 123.798    0.186   40.000   1335.957    93.200   FAILED
 662   23   17 123.313    0.046   40.000   36163.182    93.200   FAILED
 663   23   16 123.265    0.029   40.000   90687.189    93.200   FAILED
 664   23   15 123.265    0.051   40.000   29173.381    93.200   FAILED
 665   23   14 123.227    0.036   40.000   59212.543    93.200   FAILED
 666   23   13 123.255    0.068   40.000   16462.655    93.200   FAILED
 667   23   12 123.277    0.046   40.000   35603.062    93.200   FAILED
 668   23   11 123.294    0.039   40.000   49993.092    93.200   FAILED
 669   23   10 123.234    0.029   40.000   93076.460    93.200   FAILED
 670   23    9 123.198    0.085   40.000   10434.393    93.200   FAILED
 671   23    8 123.275    0.089   40.000   9365.049    93.200   FAILED
 672   23    7 123.259    0.051   40.000   30131.403    93.200   FAILED
 673   23    6 123.223    0.090   40.000   9309.535    93.200   FAILED
 674   23    5 123.215    0.075   40.000   13254.645    93.200   FAILED
 675   23    4 123.250    0.043   40.000   42356.489    93.200   FAILED
 676   23    3 123.266    0.083   40.000   11003.587    93.200   FAILED
 677   23    2 123.236    0.073   40.000   14046.198    93.200   FAILED
 678   23    1 123.199    0.143   40.000   3176.482    93.200   FAILED
 679   23    0 123.296    0.092   40.000   9015.066    93.200   FAILED
 680   22   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 681   22   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 682   22   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 683   22   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 684   22   35   3.084   167.244   30.000   -0.000    69.900   FAILED
 685   22   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 686   22   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 687   22   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 688   22   31 123.859    1.458   40.000    9.692    93.200   FAILED
 689   22   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 690   22   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 691   22   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 692   22   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 693   22   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 694   22   25 124.637    1.454   40.000    7.875    93.200   FAILED
 695   22   24   3.084   167.244   30.000   -0.000    69.900   FAILED
 696   22   23   3.084   167.244   30.000   -0.000    69.900   FAILED
 697   22   22 125.028    1.453   40.000    8.139    93.200   FAILED
 698   22   21   3.084   167.244   30.000   -0.000    69.900   FAILED
 699   22   20 123.345    0.839   40.000   53.161    93.200   FAILED
 700   22   19 123.692    0.362   40.000   409.647    93.200   FAILED
 701   22   18 123.369    0.036   40.000   60699.586    93.200   FAILED
 702   22   17 123.320    0.051   40.000   29182.748    93.200   FAILED
 703   22   16 123.326    0.031   40.000   81638.685    93.200   FAILED
 704   22   15 123.287    0.034   40.000   67926.351    93.200   FAILED
 705   22   14 123.329    0.035   40.000   62353.778    93.200   FAILED
 706   22   13 123.342    0.046   40.000   36796.755    93.200   FAILED
 707   22   12 123.322    0.059   40.000   22391.906    93.200   FAILED
 708   22   11 123.279    0.062   40.000   19844.650    93.200   FAILED
 709   22   10 123.256    0.068   40.000   16428.028    93.200   FAILED
 710   22    9 123.313    0.082   40.000   11138.535    93.200   FAILED
 711   22    8 123.317    0.081   40.000   11894.836    93.200   FAILED
 712   22    7 123.297    0.044   40.000   39875.014    93.200   FAILED
 713   22    6 123.198    0.172   40.000   2135.264    93.200   FAILED
 714   22    5 123.302    0.151   40.000   2904.430    93.200   FAILED
 715   22    4 123.435    0.123   40.000   4617.038    93.200   FAILED
 716   22    3 123.409    0.182   40.000   1842.855    93.200   FAILED
 717   22    2 123.288    0.055   40.000   25089.011    93.200   FAILED
 718   22    1 123.222    0.056   40.000   24739.398    93.200   FAILED
 719   22    0 123.397    0.309   40.000   627.081    93.200   FAILED
 720   21   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 721   21   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 722   21   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 723   21   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 724   21   35   3.084   167.244   30.000   -0.000    69.900   FAILED
 725   21   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 726   21   33 124.692    1.450   40.000    9.104    93.200   FAILED
 727   21   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 728   21   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 729   21   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 730   21   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 731   21   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 732   21   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 733   21   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 734   21   25   3.084   167.244   30.000   -0.000    69.900   FAILED
 735   21   24 125.217    1.454   40.000    7.984    93.200   FAILED
 736   21   23   3.084   167.244   30.000   -0.000    69.900   FAILED
 737   21   22   3.084   167.244   30.000   -0.000    69.900   FAILED
 738   21   21   3.084   167.244   30.000   -0.000    69.900   FAILED
 739   21   20   3.084   167.244   30.000   -0.000    69.900   FAILED
 740   21   19 123.620    0.109   40.000   6173.573    93.200   FAILED
 741   21   18 123.401    0.095   40.000   8285.398    93.200   FAILED
 742   21   17 123.343    0.065   40.000   18331.116    93.200   FAILED
 743   21   16 123.326    0.056   40.000   24296.987    93.200   FAILED
 744   21   15 123.392    0.046   40.000   37122.839    93.200   FAILED
 745   21   14 123.426    0.072   40.000   14680.813    93.200   FAILED
 746   21   13 123.362    0.059   40.000   22608.282    93.200   FAILED
 747   21   12 123.270    0.092   40.000   8670.158    93.200   FAILED
 748   21   11 123.304    0.081   40.000   11260.501    93.200   FAILED
 749   21   10 123.389    0.092   40.000   9044.735    93.200   FAILED
 750   21    9 123.311    0.104   40.000   6851.467    93.200   FAILED
 751   21    8 123.273    0.341   40.000   449.963    93.200   FAILED
 752   21    7 123.469    0.203   40.000   1566.263    93.200   FAILED
 753   21    6 123.421    0.120   40.000   5089.406    93.200   FAILED
 754   21    5 123.482    0.084   40.000   10768.243    93.200   FAILED
 755   21    4 123.416    0.172   40.000   2052.372    93.200   FAILED
 756   21    3 123.346    0.341   40.000   514.529    93.200   FAILED
 757   21    2 123.481    0.235   40.000   1098.879    93.200   FAILED
 758   21    1 123.443    0.152   40.000   2866.310    93.200   FAILED
 759   21    0 123.397    0.207   40.000   1436.275    93.200   FAILED
 760   20   39   3.084   167.244   30.000   -0.000    69.900   FAILED
 761   20   38   3.084   167.244   30.000   -0.000    69.900   FAILED
 762   20   37   3.084   167.244   30.000   -0.000    69.900   FAILED
 763   20   36   3.084   167.244   30.000   -0.000    69.900   FAILED
 764   20   35   3.084   167.244   30.000   -0.000    69.900   FAILED
 765   20   34   3.084   167.244   30.000   -0.000    69.900   FAILED
 766   20   33   3.084   167.244   30.000   -0.000    69.900   FAILED
 767   20   32   3.084   167.244   30.000   -0.000    69.900   FAILED
 768   20   31   3.084   167.244   30.000   -0.000    69.900   FAILED
 769   20   30   3.084   167.244   30.000   -0.000    69.900   FAILED
 770   20   29   3.084   167.244   30.000   -0.000    69.900   FAILED
 771   20   28   3.084   167.244   30.000   -0.000    69.900   FAILED
 772   20   27   3.084   167.244   30.000   -0.000    69.900   FAILED
 773   20   26   3.084   167.244   30.000   -0.000    69.900   FAILED
 774   20   25   3.084   167.244   30.000   -0.000    69.900   FAILED
 775   20   24   3.084   167.244   30.000   -0.000    69.900   FAILED
 776   20   23   3.084   167.244   30.000   -0.000    69.900   FAILED
 777   20   22   3.084   167.244   30.000   -0.000    69.900   FAILED
 778   20   21   3.084   167.244   30.000   -0.000    69.900   FAILED
 779   20   20   3.084   167.244   30.000   -0.000    69.900   FAILED
 780   20   19   3.084   167.244   30.000   -0.000    69.900   FAILED
 781   20   18 123.443    0.052   40.000   28165.086    93.200   FAILED
 782   20   17 123.408    0.103   40.000   7047.213    93.200   FAILED
 783   20   16 123.356    0.115   40.000   5502.969    93.200   FAILED
 784   20   15 123.440    0.052   40.000   27938.219    93.200   FAILED
 785   20   14 123.277    0.124   40.000   4631.472    93.200   FAILED
 786   20   13 123.345    0.070   40.000   15910.193    93.200   FAILED
 787   20   12 123.368    0.051   40.000   29173.162    93.200   FAILED
 788   20   11   3.084   167.244   30.000   -0.000    69.900   FAILED
 789   20   10 123.367    0.059   40.000   22283.556    93.200   FAILED
 790   20    9 123.374    0.098   40.000   7801.190    93.200   FAILED
 791   20    8 123.353    0.207   40.000   1389.910    93.200   FAILED
 792   20    7 123.571    0.184   40.000   1968.164    93.200   FAILED
 793   20    6 123.384    0.178   40.000   2010.308    93.200   FAILED
 794   20    5 123.329    0.103   40.000   6838.955    93.200   FAILED
 795   20    4   3.084   167.244   30.000   -0.000    69.900   FAILED
 796   20    3 123.316    0.284   40.000   775.333    93.200   FAILED
 797   20    2 123.454    0.245   40.000   989.562    93.200   FAILED
 798   20    1 123.738    0.590   40.000   105.364    93.200   FAILED
 799   20    0 123.501    0.214   40.000   1293.397    93.200   FAILED
