#row 1 Col 23 -> 37
10 27   40 108   44 112
11 27   44 108   48 112
12 27   48 108   52 112
13 27   52 108   56 112
14 27   56 108   60 112
15 27   60 108   64 112
16 27   64 108   68 112
17 27   68 108   72 112
18 27   72 108   76 112
40 27  160 108  164 112
41 27  164 108  168 112
42 27  168 108  172 112
43 27  172 108  176 112
44 27  176 108  180 112
45 27  180 108  184 112
46 27  184 108  188 112
47 27  188 108  192 112
48 27  192 108  196 112
49 27  196 108  200 112
50 27  200 108  204 112
51 27  204 108  208 112
52 27  208 108  212 112
53 27  212 108  216 112
54 27  216 108  220 112
55 27  220 108  224 112
56 27  224 108  228 112
57 27  228 108  232 112
58 27  232 108  236 112

#row 29 Col 1 -> 59
 0 28    0 112    4 116
 1 28    4 112    8 116
 2 28    8 112   12 116
 3 28   12 112   16 116
 4 28   16 112   20 116
 5 28   20 112   24 116
 6 28   24 112   28 116
 7 28   28 112   32 116
 8 28   32 112   36 116
 9 28   36 112   40 116
10 28   40 112   44 116
11 28   44 112   48 116
12 28   48 112   52 116
13 28   52 112   56 116
14 28   56 112   60 116
15 28   60 112   64 116
16 28   64 112   68 116
17 28   68 112   72 116
18 28   72 112   76 116
40 28  160 112  164 116
41 28  164 112  168 116
42 28  168 112  172 116
43 28  172 112  176 116
44 28  176 112  180 116
45 28  180 112  184 116
46 28  184 112  188 116
47 28  188 112  192 116
48 28  192 112  196 116
49 28  196 112  200 116
50 28  200 112  204 116
51 28  204 112  208 116
52 28  208 112  212 116
53 28  212 112  216 116
54 28  216 112  220 116
55 28  220 112  224 116
56 28  224 112  228 116
57 28  228 112  232 116
58 28  232 112  236 116

#row 30 Col 1 -> 59
 0 29    0 116    4 120
 1 29    4 116    8 120
 2 29    8 116   12 120
 3 29   12 116   16 120
 4 29   16 116   20 120
 5 29   20 116   24 120
 6 29   24 116   28 120
 7 29   28 116   32 120
 8 29   32 116   36 120
 9 29   36 116   40 120
10 29   40 116   44 120
11 29   44 116   48 120
12 29   48 116   52 120
13 29   52 116   56 120
14 29   56 116   60 120
15 29   60 116   64 120
16 29   64 116   68 120
17 29   68 116   72 120
18 29   72 116   76 120
40 29  160 116  164 120
41 29  164 116  168 120
42 29  168 116  172 120
43 29  172 116  176 120
44 29  176 116  180 120
45 29  180 116  184 120
46 29  184 116  188 120
47 29  188 116  192 120
48 29  192 116  196 120
49 29  196 116  200 120
50 29  200 116  204 120
51 29  204 116  208 120
52 29  208 116  212 120
53 29  212 116  216 120
54 29  216 116  220 120
55 29  220 116  224 120
56 29  224 116  228 120
57 29  228 116  232 120
58 29  232 116  236 120

#row 31 Col 1 -> 59
 0 30    0 120    4 124
 1 30    4 120    8 124
 2 30    8 120   12 124
 3 30   12 120   16 124
 4 30   16 120   20 124
 5 30   20 120   24 124
 6 30   24 120   28 124
 7 30   28 120   32 124
 8 30   32 120   36 124
 9 30   36 120   40 124
10 30   40 120   44 124
11 30   44 120   48 124
12 30   48 120   52 124
13 30   52 120   56 124
14 30   56 120   60 124
15 30   60 120   64 124
16 30   64 120   68 124
17 30   68 120   72 124
18 30   72 120   76 124
40 30  160 120  164 124
41 30  164 120  168 124
42 30  168 120  172 124
43 30  172 120  176 124
44 30  176 120  180 124
45 30  180 120  184 124
46 30  184 120  188 124
47 30  188 120  192 124
48 30  192 120  196 124
49 30  196 120  200 124
50 30  200 120  204 124
51 30  204 120  208 124
52 30  208 120  212 124
53 30  212 120  216 124
54 30  216 120  220 124
55 30  220 120  224 124
56 30  224 120  228 124
57 30  228 120  232 124
58 30  232 120  236 124

#row 32 Col 1 -> 59
 0 31    0 124    4 128
 1 31    4 124    8 128
 2 31    8 124   12 128
 3 31   12 124   16 128
 4 31   16 124   20 128
 5 31   20 124   24 128
 6 31   24 124   28 128
 7 31   28 124   32 128
 8 31   32 124   36 128
 9 31   36 124   40 128
10 31   40 124   44 128
11 31   44 124   48 128
12 31   48 124   52 128
13 31   52 124   56 128
14 31   56 124   60 128
15 31   60 124   64 128
16 31   64 124   68 128
17 31   68 124   72 128
18 31   72 124   76 128
40 31  160 124  164 128
41 31  164 124  168 128
42 31  168 124  172 128
43 31  172 124  176 128
44 31  176 124  180 128
45 31  180 124  184 128
46 31  184 124  188 128
47 31  188 124  192 128
48 31  192 124  196 128
49 31  196 124  200 128
50 31  200 124  204 128
51 31  204 124  208 128
52 31  208 124  212 128
53 31  212 124  216 128
54 31  216 124  220 128
55 31  220 124  224 128
56 31  224 124  228 128
57 31  228 124  232 128
58 31  232 124  236 128

#row 33 Col 1 -> 59
 0 32    0 128    4 132
 1 32    4 128    8 132
 2 32    8 128   12 132
 3 32   12 128   16 132
 4 32   16 128   20 132
 5 32   20 128   24 132
 6 32   24 128   28 132
 7 32   28 128   32 132
 8 32   32 128   36 132
 9 32   36 128   40 132
10 32   40 128   44 132
11 32   44 128   48 132
12 32   48 128   52 132
13 32   52 128   56 132
14 32   56 128   60 132
15 32   60 128   64 132
16 32   64 128   68 132
17 32   68 128   72 132
18 32   72 128   76 132
40 32  160 128  164 132
41 32  164 128  168 132
42 32  168 128  172 132
43 32  172 128  176 132
44 32  176 128  180 132
45 32  180 128  184 132
46 32  184 128  188 132
47 32  188 128  192 132
48 32  192 128  196 132
49 32  196 128  200 132
50 32  200 128  204 132
51 32  204 128  208 132
52 32  208 128  212 132
53 32  212 128  216 132
54 32  216 128  220 132
55 32  220 128  224 132
56 32  224 128  228 132
57 32  228 128  232 132
58 32  232 128  236 132

#row 34 Col 1 -> 59
 0 33    0 132    4 136
 1 33    4 132    8 136
 2 33    8 132   12 136
 3 33   12 132   16 136
 4 33   16 132   20 136
 5 33   20 132   24 136
 6 33   24 132   28 136
 7 33   28 132   32 136
 8 33   32 132   36 136
 9 33   36 132   40 136
10 33   40 132   44 136
11 33   44 132   48 136
12 33   48 132   52 136
13 33   52 132   56 136
14 33   56 132   60 136
15 33   60 132   64 136
16 33   64 132   68 136
17 33   68 132   72 136
18 33   72 132   76 136
40 33  160 132  164 136
41 33  164 132  168 136
42 33  168 132  172 136
43 33  172 132  176 136
44 33  176 132  180 136
45 33  180 132  184 136
46 33  184 132  188 136
47 33  188 132  192 136
48 33  192 132  196 136
49 33  196 132  200 136
50 33  200 132  204 136
51 33  204 132  208 136
52 33  208 132  212 136
53 33  212 132  216 136
54 33  216 132  220 136
55 33  220 132  224 136
56 33  224 132  228 136
57 33  228 132  232 136
58 33  232 132  236 136

#row 35 Col 1 -> 59
 0 34    0 136    4 140
 1 34    4 136    8 140
 2 34    8 136   12 140
 3 34   12 136   16 140
 4 34   16 136   20 140
 5 34   20 136   24 140
 6 34   24 136   28 140
 7 34   28 136   32 140
 8 34   32 136   36 140
 9 34   36 136   40 140
10 34   40 136   44 140
11 34   44 136   48 140
12 34   48 136   52 140
13 34   52 136   56 140
14 34   56 136   60 140
15 34   60 136   64 140
16 34   64 136   68 140
17 34   68 136   72 140
18 34   72 136   76 140
40 34  160 136  164 140
41 34  164 136  168 140
42 34  168 136  172 140
43 34  172 136  176 140
44 34  176 136  180 140
45 34  180 136  184 140
46 34  184 136  188 140
47 34  188 136  192 140
48 34  192 136  196 140
49 34  196 136  200 140
50 34  200 136  204 140
51 34  204 136  208 140
52 34  208 136  212 140
53 34  212 136  216 140
54 34  216 136  220 140
55 34  220 136  224 140
56 34  224 136  228 140
57 34  228 136  232 140
58 34  232 136  236 140

#row 36 Col 1 -> 59
 0 35    0 140    4 144
 1 35    4 140    8 144
 2 35    8 140   12 144
 3 35   12 140   16 144
 4 35   16 140   20 144
 5 35   20 140   24 144
 6 35   24 140   28 144
 7 35   28 140   32 144
 8 35   32 140   36 144
 9 35   36 140   40 144
10 35   40 140   44 144
11 35   44 140   48 144
12 35   48 140   52 144
13 35   52 140   56 144
14 35   56 140   60 144
15 35   60 140   64 144
16 35   64 140   68 144
17 35   68 140   72 144
18 35   72 140   76 144
40 35  160 140  164 144
41 35  164 140  168 144
42 35  168 140  172 144
43 35  172 140  176 144
44 35  176 140  180 144
45 35  180 140  184 144
46 35  184 140  188 144
47 35  188 140  192 144
48 35  192 140  196 144
49 35  196 140  200 144
50 35  200 140  204 144
51 35  204 140  208 144
52 35  208 140  212 144
53 35  212 140  216 144
54 35  216 140  220 144
55 35  220 140  224 144
56 35  224 140  228 144
57 35  228 140  232 144
58 35  232 140  236 144

#row 37 Col 1 -> 59
 0 36    0 144    4 148
 1 36    4 144    8 148
 2 36    8 144   12 148
 3 36   12 144   16 148
 4 36   16 144   20 148
 5 36   20 144   24 148
 6 36   24 144   28 148
 7 36   28 144   32 148
 8 36   32 144   36 148
 9 36   36 144   40 148
10 36   40 144   44 148
11 36   44 144   48 148
12 36   48 144   52 148
13 36   52 144   56 148
14 36   56 144   60 148
15 36   60 144   64 148
16 36   64 144   68 148
17 36   68 144   72 148
18 36   72 144   76 148
40 36  160 144  164 148
41 36  164 144  168 148
42 36  168 144  172 148
43 36  172 144  176 148
44 36  176 144  180 148
45 36  180 144  184 148
46 36  184 144  188 148
47 36  188 144  192 148
48 36  192 144  196 148
49 36  196 144  200 148
50 36  200 144  204 148
51 36  204 144  208 148
52 36  208 144  212 148
53 36  212 144  216 148
54 36  216 144  220 148
55 36  220 144  224 148
56 36  224 144  228 148
57 36  228 144  232 148
58 36  232 144  236 148

#row 38 Col 2 -> 58
 1 37    4 148    8 152
 2 37    8 148   12 152
 3 37   12 148   16 152
 4 37   16 148   20 152
 5 37   20 148   24 152
 6 37   24 148   28 152
 7 37   28 148   32 152
 8 37   32 148   36 152
 9 37   36 148   40 152
10 37   40 148   44 152
11 37   44 148   48 152
12 37   48 148   52 152
13 37   52 148   56 152
14 37   56 148   60 152
15 37   60 148   64 152
16 37   64 148   68 152
17 37   68 148   72 152
18 37   72 148   76 152
40 37  160 148  164 152
41 37  164 148  168 152
42 37  168 148  172 152
43 37  172 148  176 152
44 37  176 148  180 152
45 37  180 148  184 152
46 37  184 148  188 152
47 37  188 148  192 152
48 37  192 148  196 152
49 37  196 148  200 152
50 37  200 148  204 152
51 37  204 148  208 152
52 37  208 148  212 152
53 37  212 148  216 152
54 37  216 148  220 152
55 37  220 148  224 152
56 37  224 148  228 152
57 37  228 148  232 152

#row 39 Col 2 -> 58
 1 38    4 152    8 156
 2 38    8 152   12 156
 3 38   12 152   16 156
 4 38   16 152   20 156
 5 38   20 152   24 156
 6 38   24 152   28 156
 7 38   28 152   32 156
 8 38   32 152   36 156
 9 38   36 152   40 156
10 38   40 152   44 156
11 38   44 152   48 156
12 38   48 152   52 156
13 38   52 152   56 156
14 38   56 152   60 156
15 38   60 152   64 156
16 38   64 152   68 156
17 38   68 152   72 156
18 38   72 152   76 156
40 38  160 152  164 156
41 38  164 152  168 156
42 38  168 152  172 156
43 38  172 152  176 156
44 38  176 152  180 156
45 38  180 152  184 156
46 38  184 152  188 156
47 38  188 152  192 156
48 38  192 152  196 156
49 38  196 152  200 156
50 38  200 152  204 156
51 38  204 152  208 156
52 38  208 152  212 156
53 38  212 152  216 156
54 38  216 152  220 156
55 38  220 152  224 156
56 38  224 152  228 156
57 38  228 152  232 156

#row 40 Col 2 -> 58
 1 39    4 156    8 160
 2 39    8 156   12 160
 3 39   12 156   16 160
 4 39   16 156   20 160
 5 39   20 156   24 160
 6 39   24 156   28 160
 7 39   28 156   32 160
 8 39   32 156   36 160
 9 39   36 156   40 160
10 39   40 156   44 160
11 39   44 156   48 160
12 39   48 156   52 160
13 39   52 156   56 160
14 39   56 156   60 160
15 39   60 156   64 160
16 39   64 156   68 160
17 39   68 156   72 160
18 39   72 156   76 160
40 39  160 156  164 160
41 39  164 156  168 160
42 39  168 156  172 160
43 39  172 156  176 160
44 39  176 156  180 160
45 39  180 156  184 160
46 39  184 156  188 160
47 39  188 156  192 160
48 39  192 156  196 160
49 39  196 156  200 160
50 39  200 156  204 160
51 39  204 156  208 160
52 39  208 156  212 160
53 39  212 156  216 160
54 39  216 156  220 160
55 39  220 156  224 160
56 39  224 156  228 160
57 39  228 156  232 160

#row 41 Col 3 -> 57
 2 40    8 160   12 164
 3 40   12 160   16 164
 4 40   16 160   20 164
 5 40   20 160   24 164
 6 40   24 160   28 164
 7 40   28 160   32 164
 8 40   32 160   36 164
 9 40   36 160   40 164
10 40   40 160   44 164
11 40   44 160   48 164
12 40   48 160   52 164
13 40   52 160   56 164
14 40   56 160   60 164
15 40   60 160   64 164
16 40   64 160   68 164
17 40   68 160   72 164
18 40   72 160   76 164
19 40   76 160   80 164
20 40   80 160   84 164
21 40   84 160   88 164
22 40   88 160   92 164
23 40   92 160   96 164
24 40   96 160  100 164
25 40  100 160  104 164
26 40  104 160  108 164
27 40  108 160  112 164
28 40  112 160  116 164
29 40  116 160  120 164
30 40  120 160  124 164
31 40  124 160  128 164
32 40  128 160  132 164
33 40  132 160  136 164
34 40  136 160  140 164
35 40  140 160  144 164
36 40  144 160  148 164
37 40  148 160  152 164
38 40  152 160  156 164
39 40  156 160  160 164
40 40  160 160  164 164
41 40  164 160  168 164
42 40  168 160  172 164
43 40  172 160  176 164
44 40  176 160  180 164
45 40  180 160  184 164
46 40  184 160  188 164
47 40  188 160  192 164
48 40  192 160  196 164
49 40  196 160  200 164
50 40  200 160  204 164
51 40  204 160  208 164
52 40  208 160  212 164
53 40  212 160  216 164
54 40  216 160  220 164
55 40  220 160  224 164
56 40  224 160  228 164

#row 42 Col 3 -> 57
 2 41    8 164   12 168
 3 41   12 164   16 168
 4 41   16 164   20 168
 5 41   20 164   24 168
 6 41   24 164   28 168
 7 41   28 164   32 168
 8 41   32 164   36 168
 9 41   36 164   40 168
10 41   40 164   44 168
11 41   44 164   48 168
12 41   48 164   52 168
13 41   52 164   56 168
14 41   56 164   60 168
15 41   60 164   64 168
16 41   64 164   68 168
17 41   68 164   72 168
18 41   72 164   76 168
19 41   76 164   80 168
20 41   80 164   84 168
21 41   84 164   88 168
22 41   88 164   92 168
23 41   92 164   96 168
24 41   96 164  100 168
25 41  100 164  104 168
26 41  104 164  108 168
27 41  108 164  112 168
28 41  112 164  116 168
29 41  116 164  120 168
30 41  120 164  124 168
31 41  124 164  128 168
32 41  128 164  132 168
33 41  132 164  136 168
34 41  136 164  140 168
35 41  140 164  144 168
36 41  144 164  148 168
37 41  148 164  152 168
38 41  152 164  156 168
39 41  156 164  160 168
40 41  160 164  164 168
41 41  164 164  168 168
42 41  168 164  172 168
43 41  172 164  176 168
44 41  176 164  180 168
45 41  180 164  184 168
46 41  184 164  188 168
47 41  188 164  192 168
48 41  192 164  196 168
49 41  196 164  200 168
50 41  200 164  204 168
51 41  204 164  208 168
52 41  208 164  212 168
53 41  212 164  216 168
54 41  216 164  220 168
55 41  220 164  224 168
56 41  224 164  228 168

#row 43 Col 4 -> 57
 3 42   12 168   16 172
 4 42   16 168   20 172
 5 42   20 168   24 172
 6 42   24 168   28 172
 7 42   28 168   32 172
 8 42   32 168   36 172
 9 42   36 168   40 172
10 42   40 168   44 172
11 42   44 168   48 172
12 42   48 168   52 172
13 42   52 168   56 172
14 42   56 168   60 172
15 42   60 168   64 172
16 42   64 168   68 172
17 42   68 168   72 172
18 42   72 168   76 172
19 42   76 168   80 172
20 42   80 168   84 172
21 42   84 168   88 172
22 42   88 168   92 172
23 42   92 168   96 172
24 42   96 168  100 172
25 42  100 168  104 172
26 42  104 168  108 172
27 42  108 168  112 172
28 42  112 168  116 172
29 42  116 168  120 172
30 42  120 168  124 172
31 42  124 168  128 172
32 42  128 168  132 172
33 42  132 168  136 172
34 42  136 168  140 172
35 42  140 168  144 172
36 42  144 168  148 172
37 42  148 168  152 172
38 42  152 168  156 172
39 42  156 168  160 172
40 42  160 168  164 172
41 42  164 168  168 172
42 42  168 168  172 172
43 42  172 168  176 172
44 42  176 168  180 172
45 42  180 168  184 172
46 42  184 168  188 172
47 42  188 168  192 172
48 42  192 168  196 172
49 42  196 168  200 172
50 42  200 168  204 172
51 42  204 168  208 172
52 42  208 168  212 172
53 42  212 168  216 172
54 42  216 168  220 172
55 42  220 168  224 172
56 42  224 168  228 172

#row 44 Col 4 -> 57
 3 43   12 172   16 176
 4 43   16 172   20 176
 5 43   20 172   24 176
 6 43   24 172   28 176
 7 43   28 172   32 176
 8 43   32 172   36 176
 9 43   36 172   40 176
10 43   40 172   44 176
11 43   44 172   48 176
12 43   48 172   52 176
13 43   52 172   56 176
14 43   56 172   60 176
15 43   60 172   64 176
16 43   64 172   68 176
17 43   68 172   72 176
18 43   72 172   76 176
19 43   76 172   80 176
20 43   80 172   84 176
21 43   84 172   88 176
22 43   88 172   92 176
23 43   92 172   96 176
24 43   96 172  100 176
25 43  100 172  104 176
26 43  104 172  108 176
27 43  108 172  112 176
28 43  112 172  116 176
29 43  116 172  120 176
30 43  120 172  124 176
31 43  124 172  128 176
32 43  128 172  132 176
33 43  132 172  136 176
34 43  136 172  140 176
35 43  140 172  144 176
36 43  144 172  148 176
37 43  148 172  152 176
38 43  152 172  156 176
39 43  156 172  160 176
40 43  160 172  164 176
41 43  164 172  168 176
42 43  168 172  172 176
43 43  172 172  176 176
44 43  176 172  180 176
45 43  180 172  184 176
46 43  184 172  188 176
47 43  188 172  192 176
48 43  192 172  196 176
49 43  196 172  200 176
50 43  200 172  204 176
51 43  204 172  208 176
52 43  208 172  212 176
53 43  212 172  216 176
54 43  216 172  220 176
55 43  220 172  224 176
56 43  224 172  228 176

#row 45 Col 5 -> 55
 4 44   16 176   20 180
 5 44   20 176   24 180
 6 44   24 176   28 180
 7 44   28 176   32 180
 8 44   32 176   36 180
 9 44   36 176   40 180
10 44   40 176   44 180
11 44   44 176   48 180
12 44   48 176   52 180
13 44   52 176   56 180
14 44   56 176   60 180
15 44   60 176   64 180
16 44   64 176   68 180
17 44   68 176   72 180
18 44   72 176   76 180
19 44   76 176   80 180
20 44   80 176   84 180
21 44   84 176   88 180
22 44   88 176   92 180
23 44   92 176   96 180
24 44   96 176  100 180
25 44  100 176  104 180
26 44  104 176  108 180
27 44  108 176  112 180
28 44  112 176  116 180
29 44  116 176  120 180
30 44  120 176  124 180
31 44  124 176  128 180
32 44  128 176  132 180
33 44  132 176  136 180
34 44  136 176  140 180
35 44  140 176  144 180
36 44  144 176  148 180
37 44  148 176  152 180
38 44  152 176  156 180
39 44  156 176  160 180
40 44  160 176  164 180
41 44  164 176  168 180
42 44  168 176  172 180
43 44  172 176  176 180
44 44  176 176  180 180
45 44  180 176  184 180
46 44  184 176  188 180
47 44  188 176  192 180
48 44  192 176  196 180
49 44  196 176  200 180
50 44  200 176  204 180
51 44  204 176  208 180
52 44  208 176  212 180
53 44  212 176  216 180
54 44  216 176  220 180

#row 46 Col 5 -> 55
 4 45   16 180   20 184
 5 45   20 180   24 184
 6 45   24 180   28 184
 7 45   28 180   32 184
 8 45   32 180   36 184
 9 45   36 180   40 184
10 45   40 180   44 184
11 45   44 180   48 184
12 45   48 180   52 184
13 45   52 180   56 184
14 45   56 180   60 184
15 45   60 180   64 184
16 45   64 180   68 184
17 45   68 180   72 184
18 45   72 180   76 184
19 45   76 180   80 184
20 45   80 180   84 184
21 45   84 180   88 184
22 45   88 180   92 184
23 45   92 180   96 184
24 45   96 180  100 184
25 45  100 180  104 184
26 45  104 180  108 184
27 45  108 180  112 184
28 45  112 180  116 184
29 45  116 180  120 184
30 45  120 180  124 184
31 45  124 180  128 184
32 45  128 180  132 184
33 45  132 180  136 184
34 45  136 180  140 184
35 45  140 180  144 184
36 45  144 180  148 184
37 45  148 180  152 184
38 45  152 180  156 184
39 45  156 180  160 184
40 45  160 180  164 184
41 45  164 180  168 184
42 45  168 180  172 184
43 45  172 180  176 184
44 45  176 180  180 184
45 45  180 180  184 184
46 45  184 180  188 184
47 45  188 180  192 184
48 45  192 180  196 184
49 45  196 180  200 184
50 45  200 180  204 184
51 45  204 180  208 184
52 45  208 180  212 184
53 45  212 180  216 184
54 45  216 180  220 184

#row 47 Col 6 -> 54
 5 46   20 184   24 188
 6 46   24 184   28 188
 7 46   28 184   32 188
 8 46   32 184   36 188
 9 46   36 184   40 188
10 46   40 184   44 188
11 46   44 184   48 188
12 46   48 184   52 188
13 46   52 184   56 188
14 46   56 184   60 188
15 46   60 184   64 188
16 46   64 184   68 188
17 46   68 184   72 188
18 46   72 184   76 188
19 46   76 184   80 188
20 46   80 184   84 188
21 46   84 184   88 188
22 46   88 184   92 188
23 46   92 184   96 188
24 46   96 184  100 188
25 46  100 184  104 188
26 46  104 184  108 188
27 46  108 184  112 188
28 46  112 184  116 188
29 46  116 184  120 188
30 46  120 184  124 188
31 46  124 184  128 188
32 46  128 184  132 188
33 46  132 184  136 188
34 46  136 184  140 188
35 46  140 184  144 188
36 46  144 184  148 188
37 46  148 184  152 188
38 46  152 184  156 188
39 46  156 184  160 188
40 46  160 184  164 188
41 46  164 184  168 188
42 46  168 184  172 188
43 46  172 184  176 188
44 46  176 184  180 188
45 46  180 184  184 188
46 46  184 184  188 188
47 46  188 184  192 188
48 46  192 184  196 188
49 46  196 184  200 188
50 46  200 184  204 188
51 46  204 184  208 188
52 46  208 184  212 188
53 46  212 184  216 188

#row 48 Col 7 -> 53
 6 47   24 188   28 192
 7 47   28 188   32 192
 8 47   32 188   36 192
 9 47   36 188   40 192
10 47   40 188   44 192
11 47   44 188   48 192
12 47   48 188   52 192
13 47   52 188   56 192
14 47   56 188   60 192
15 47   60 188   64 192
16 47   64 188   68 192
17 47   68 188   72 192
18 47   72 188   76 192
19 47   76 188   80 192
20 47   80 188   84 192
21 47   84 188   88 192
22 47   88 188   92 192
23 47   92 188   96 192
24 47   96 188  100 192
25 47  100 188  104 192
26 47  104 188  108 192
27 47  108 188  112 192
28 47  112 188  116 192
29 47  116 188  120 192
30 47  120 188  124 192
31 47  124 188  128 192
32 47  128 188  132 192
33 47  132 188  136 192
34 47  136 188  140 192
35 47  140 188  144 192
36 47  144 188  148 192
37 47  148 188  152 192
38 47  152 188  156 192
39 47  156 188  160 192
40 47  160 188  164 192
41 47  164 188  168 192
42 47  168 188  172 192
43 47  172 188  176 192
44 47  176 188  180 192
45 47  180 188  184 192
46 47  184 188  188 192
47 47  188 188  192 192
48 47  192 188  196 192
49 47  196 188  200 192
50 47  200 188  204 192
51 47  204 188  208 192
52 47  208 188  212 192

#row 49 Col 7 -> 53
 6 48   24 192   28 196
 7 48   28 192   32 196
 8 48   32 192   36 196
 9 48   36 192   40 196
10 48   40 192   44 196
11 48   44 192   48 196
12 48   48 192   52 196
13 48   52 192   56 196
14 48   56 192   60 196
15 48   60 192   64 196
16 48   64 192   68 196
17 48   68 192   72 196
18 48   72 192   76 196
19 48   76 192   80 196
20 48   80 192   84 196
21 48   84 192   88 196
22 48   88 192   92 196
23 48   92 192   96 196
24 48   96 192  100 196
25 48  100 192  104 196
26 48  104 192  108 196
27 48  108 192  112 196
28 48  112 192  116 196
29 48  116 192  120 196
30 48  120 192  124 196
31 48  124 192  128 196
32 48  128 192  132 196
33 48  132 192  136 196
34 48  136 192  140 196
35 48  140 192  144 196
36 48  144 192  148 196
37 48  148 192  152 196
38 48  152 192  156 196
39 48  156 192  160 196
40 48  160 192  164 196
41 48  164 192  168 196
42 48  168 192  172 196
43 48  172 192  176 196
44 48  176 192  180 196
45 48  180 192  184 196
46 48  184 192  188 196
47 48  188 192  192 196
48 48  192 192  196 196
49 48  196 192  200 196
50 48  200 192  204 196
51 48  204 192  208 196
52 48  208 192  212 196

#row 50 Col 8 -> 52
 7 49   28 196   32 200
 8 49   32 196   36 200
 9 49   36 196   40 200
10 49   40 196   44 200
11 49   44 196   48 200
12 49   48 196   52 200
13 49   52 196   56 200
14 49   56 196   60 200
15 49   60 196   64 200
16 49   64 196   68 200
17 49   68 196   72 200
18 49   72 196   76 200
19 49   76 196   80 200
20 49   80 196   84 200
21 49   84 196   88 200
22 49   88 196   92 200
23 49   92 196   96 200
24 49   96 196  100 200
25 49  100 196  104 200
26 49  104 196  108 200
27 49  108 196  112 200
28 49  112 196  116 200
29 49  116 196  120 200
30 49  120 196  124 200
31 49  124 196  128 200
32 49  128 196  132 200
33 49  132 196  136 200
34 49  136 196  140 200
35 49  140 196  144 200
36 49  144 196  148 200
37 49  148 196  152 200
38 49  152 196  156 200
39 49  156 196  160 200
40 49  160 196  164 200
41 49  164 196  168 200
42 49  168 196  172 200
43 49  172 196  176 200
44 49  176 196  180 200
45 49  180 196  184 200
46 49  184 196  188 200
47 49  188 196  192 200
48 49  192 196  196 200
49 49  196 196  200 200
50 49  200 196  204 200
51 49  204 196  208 200

#row 51 Col 9 -> 51
 8 50   32 200   36 204
 9 50   36 200   40 204
10 50   40 200   44 204
11 50   44 200   48 204
12 50   48 200   52 204
13 50   52 200   56 204
14 50   56 200   60 204
15 50   60 200   64 204
16 50   64 200   68 204
17 50   68 200   72 204
18 50   72 200   76 204
19 50   76 200   80 204
20 50   80 200   84 204
21 50   84 200   88 204
22 50   88 200   92 204
23 50   92 200   96 204
24 50   96 200  100 204
25 50  100 200  104 204
26 50  104 200  108 204
27 50  108 200  112 204
28 50  112 200  116 204
29 50  116 200  120 204
30 50  120 200  124 204
31 50  124 200  128 204
32 50  128 200  132 204
33 50  132 200  136 204
34 50  136 200  140 204
35 50  140 200  144 204
36 50  144 200  148 204
37 50  148 200  152 204
38 50  152 200  156 204
39 50  156 200  160 204
40 50  160 200  164 204
41 50  164 200  168 204
42 50  168 200  172 204
43 50  172 200  176 204
44 50  176 200  180 204
45 50  180 200  184 204
46 50  184 200  188 204
47 50  188 200  192 204
48 50  192 200  196 204
49 50  196 200  200 204
50 50  200 200  204 204

#row 52 Col 10 -> 50
 9 51   36 204   40 208
10 51   40 204   44 208
11 51   44 204   48 208
12 51   48 204   52 208
13 51   52 204   56 208
14 51   56 204   60 208
15 51   60 204   64 208
16 51   64 204   68 208
17 51   68 204   72 208
18 51   72 204   76 208
19 51   76 204   80 208
20 51   80 204   84 208
21 51   84 204   88 208
22 51   88 204   92 208
23 51   92 204   96 208
24 51   96 204  100 208
25 51  100 204  104 208
26 51  104 204  108 208
27 51  108 204  112 208
28 51  112 204  116 208
29 51  116 204  120 208
30 51  120 204  124 208
31 51  124 204  128 208
32 51  128 204  132 208
33 51  132 204  136 208
34 51  136 204  140 208
35 51  140 204  144 208
36 51  144 204  148 208
37 51  148 204  152 208
38 51  152 204  156 208
39 51  156 204  160 208
40 51  160 204  164 208
41 51  164 204  168 208
42 51  168 204  172 208
43 51  172 204  176 208
44 51  176 204  180 208
45 51  180 204  184 208
46 51  184 204  188 208
47 51  188 204  192 208
48 51  192 204  196 208
49 51  196 204  200 208

#row 53 Col 11 -> 49
10 52   40 208   44 212
11 52   44 208   48 212
12 52   48 208   52 212
13 52   52 208   56 212
14 52   56 208   60 212
15 52   60 208   64 212
16 52   64 208   68 212
17 52   68 208   72 212
18 52   72 208   76 212
19 52   76 208   80 212
20 52   80 208   84 212
21 52   84 208   88 212
22 52   88 208   92 212
23 52   92 208   96 212
24 52   96 208  100 212
25 52  100 208  104 212
26 52  104 208  108 212
27 52  108 208  112 212
28 52  112 208  116 212
29 52  116 208  120 212
30 52  120 208  124 212
31 52  124 208  128 212
32 52  128 208  132 212
33 52  132 208  136 212
34 52  136 208  140 212
35 52  140 208  144 212
36 52  144 208  148 212
37 52  148 208  152 212
38 52  152 208  156 212
39 52  156 208  160 212
40 52  160 208  164 212
41 52  164 208  168 212
42 52  168 208  172 212
43 52  172 208  176 212
44 52  176 208  180 212
45 52  180 208  184 212
46 52  184 208  188 212
47 52  188 208  192 212
48 52  192 208  196 212

#row 54 Col 13 -> 47
12 53   48 212   52 216
13 53   52 212   56 216
14 53   56 212   60 216
15 53   60 212   64 216
16 53   64 212   68 216
17 53   68 212   72 216
